,playerid,web_name,element_type,now_cost,team,expected_goals.gw,expected_assists.gw,expected_goal_involvements.gw,expected_goals_conceded.gw,XGI_Weighted,XGC_Weighted,AttackOpp_pergame,DefenceOpp_pergame
68,101.0,Nørgaard,3.0,48.0,4.0,0.11,0.0475,0.1575,1.395,0.6681291324528429,1.6863001004858333,0.26559226582651874,0.932040139771716
69,102.0,Onyeka,3.0,49.0,4.0,0.0,0.0,0.0,0.0,0.6681291324528429,1.6863001004858333,0.0,0.0
70,103.0,Peart-Harris,3.0,45.0,4.0,0.0,0.0,0.0,0.0,0.6681291324528429,1.6863001004858333,0.0,0.0
71,106.0,Schade,3.0,51.0,4.0,0.125,0.045,0.17,0.6975,0.6681291324528429,1.6863001004858333,0.2866710170825917,0.466020069885858
72,107.0,Thiago,4.0,59.0,4.0,0.0,0.0025,0.0025,0.27,0.6681291324528429,1.6863001004858333,0.004215750251214583,0.1803948657622676
73,108.0,Toney,4.0,73.0,4.0,0.0,0.0,0.0,0.0,0.6681291324528429,1.6863001004858333,0.0,0.0
74,110.0,Wissa,4.0,62.0,4.0,0.14250000000000002,0.030000000000000002,0.17250000000000001,1.3675,0.6681291324528429,1.6863001004858333,0.29088676733380625,0.9136665886292626
75,111.0,Yarmoliuk,3.0,44.0,4.0,0.0225,0.0375,0.06,0.9574999999999999,0.6681291324528429,1.6863001004858333,0.10117800602915,0.639733644323597
76,113.0,Adingra,3.0,52.0,5.0,0.0,0.035,0.035,0.3425,0.5049359294736673,1.993011400645,0.06975539902257501,0.17294055584473106
77,114.0,Baker-Boaitey,3.0,45.0,5.0,0.0,0.0,0.0,0.0,0.5049359294736673,1.993011400645,0.0,0.0
78,115.0,Baleba,3.0,50.0,5.0,0.0225,0.055,0.0775,1.0825,0.5049359294736673,1.993011400645,0.15445838354998748,0.5465931436552448
79,117.0,Buonanotte,3.0,49.0,11.0,0.0,0.0,0.0,0.1775,0.44916880364584016,2.2247408761325,0.0,0.07972746264713662
80,118.0,Cozier-Duberry,3.0,45.0,5.0,0.0,0.0,0.0,0.0,0.5049359294736673,1.993011400645,0.0,0.0
81,119.0,Dahoud,3.0,49.0,5.0,0.0,0.0,0.0,0.0,0.5049359294736673,1.993011400645,0.0,0.0
82,120.0,Dunk,2.0,44.0,5.0,0.08499999999999999,0.05,0.135,1.465,0.5049359294736673,1.993011400645,0.269056539087075,0.7397311366789225
83,121.0,Enciso,3.0,54.0,5.0,0.21500000000000002,0.0225,0.2375,0.6575,0.5049359294736673,1.993011400645,0.47334020765318746,0.3319953736289362
84,122.0,Estupiñan,2.0,51.0,5.0,0.030000000000000002,0.11,0.14,1.465,0.5049359294736673,1.993011400645,0.27902159609030003,0.7397311366789225
85,123.0,Ferguson,4.0,55.0,5.0,0.08,0.0975,0.1775,0.465,0.5049359294736673,1.993011400645,0.3537595236144875,0.2347952072052553
86,124.0,Gilmour,3.0,50.0,5.0,0.0,0.0,0.0,0.0,0.5049359294736673,1.993011400645,0.0,0.0
87,125.0,Gross,3.0,65.0,5.0,0.0,0.0,0.0,0.0,0.5049359294736673,1.993011400645,0.0,0.0
88,126.0,Hinshelwood,3.0,49.0,5.0,0.0,0.0,0.0,0.0,0.5049359294736673,1.993011400645,0.0,0.0
89,127.0,I.Osman,3.0,50.0,5.0,0.0,0.0,0.0,0.0,0.5049359294736673,1.993011400645,0.0,0.0
90,129.0,João Pedro,4.0,57.0,5.0,0.1225,0.1075,0.23,1.2175,0.5049359294736673,1.993011400645,0.45839262214834997,0.61475949413419
91,130.0,Kozlowski,3.0,45.0,5.0,0.0,0.0,0.0,0.0,0.5049359294736673,1.993011400645,0.0,0.0
92,132.0,March,3.0,65.0,5.0,0.0175,0.0,0.0175,0.0,0.5049359294736673,1.993011400645,0.034877699511287504,0.0
93,133.0,Mazilu,3.0,45.0,5.0,0.0,0.0,0.0,0.0,0.5049359294736673,1.993011400645,0.0,0.0
94,134.0,Milner,3.0,50.0,5.0,0.0,0.0,0.0,0.0,0.5049359294736673,1.993011400645,0.0,0.0
95,135.0,Minteh,3.0,51.0,5.0,0.1125,0.115,0.2275,0.845,0.5049359294736673,1.993011400645,0.4534100936467375,0.4266708604052488
96,136.0,Mitoma,3.0,65.0,5.0,0.1125,0.13999999999999999,0.2525,1.0825,0.5049359294736673,1.993011400645,0.5032353786628625,0.5465931436552448
97,137.0,Moder,3.0,44.0,5.0,0.0,0.0,0.0,0.0,0.5049359294736673,1.993011400645,0.0,0.0
98,138.0,O’Mahony,4.0,45.0,5.0,0.0,0.0,0.0,0.0,0.5049359294736673,1.993011400645,0.0,0.0
99,140.0,Peupion,3.0,44.0,5.0,0.0,0.0,0.0,0.0,0.5049359294736673,1.993011400645,0.0,0.0
100,141.0,Sarmiento,3.0,49.0,5.0,0.0,0.0,0.0,0.0,0.5049359294736673,1.993011400645,0.0,0.0
101,143.0,Undav,4.0,55.0,5.0,0.0,0.0,0.0,0.0,0.5049359294736673,1.993011400645,0.0,0.0
102,144.0,Van Hecke,2.0,45.0,5.0,0.02,0.035,0.055,1.465,0.5049359294736673,1.993011400645,0.109615627035475,0.7397311366789225
103,146.0,Verbruggen,1.0,45.0,5.0,0.0,0.0,0.0,1.465,0.5049359294736673,1.993011400645,0.0,0.7397311366789225
104,148.0,Welbeck,4.0,56.0,5.0,0.0675,0.0025,0.07,0.25,0.5049359294736673,1.993011400645,0.13951079804515001,0.12623398236841682
105,149.0,Wieffer,3.0,47.0,5.0,0.0475,0.0125,0.06,0.45999999999999996,0.5049359294736673,1.993011400645,0.1195806840387,0.2322705275578869
106,150.0,Andrey Santos,3.0,45.0,6.0,0.0,0.0,0.0,0.0,0.3665802721747495,2.662438397756875,0.0,0.0
107,151.0,Ângelo,3.0,45.0,6.0,0.0,0.0,0.0,0.0,0.3665802721747495,2.662438397756875,0.0,0.0
108,152.0,Arrizabalaga,1.0,45.0,3.0,0.0,0.0,0.0,1.5525,0.48313075312553994,1.92051863233125,0.0,0.7500604942274007
109,156.0,Broja,4.0,54.0,8.0,0.0,0.0033333333333333335,0.0033333333333333335,0.09000000000000001,0.48596588454780715,2.329317238936875,0.007764390796456249,0.043736929609302644
110,157.0,Caicedo,3.0,49.0,6.0,0.0025,0.0375,0.04,1.83,0.3665802721747495,2.662438397756875,0.106497535910275,0.6708418980797916
111,158.0,Casadei,3.0,44.0,6.0,0.0,0.0,0.0,0.0,0.3665802721747495,2.662438397756875,0.0,0.0
112,159.0,Chalobah,2.0,44.0,7.0,0.1275,0.005,0.1325,0.98,0.3924039726073756,2.85942161927,0.378873364553275,0.3845558931552281
113,161.0,Chukwuemeka,3.0,48.0,6.0,0.0,0.0,0.0,0.0,0.3665802721747495,2.662438397756875,0.0,0.0
114,162.0,Colwill,2.0,46.0,6.0,0.0475,0.025,0.07250000000000001,1.83,0.3665802721747495,2.662438397756875,0.19302678383737348,0.6708418980797916
115,163.0,Cucurella,2.0,52.0,6.0,0.08,0.027500000000000004,0.10750000000000001,1.3525,0.3665802721747495,2.662438397756875,0.2862121277588641,0.49579981811634866
116,164.0,D.D.Fofana,4.0,54.0,6.0,0.0,0.0,0.0,0.0,0.3665802721747495,2.662438397756875,0.0,0.0
117,165.0,Deivid,4.0,49.0,6.0,0.0,0.0,0.0,0.0,0.3665802721747495,2.662438397756875,0.0,0.0
118,166.0,Dewsbury-Hall,3.0,55.0,6.0,0.0,0.0,0.0,0.0,0.3665802721747495,2.662438397756875,0.0,0.0
119,168.0,Enzo,3.0,51.0,6.0,0.10250000000000001,0.2125,0.315,1.83,0.3665802721747495,2.662438397756875,0.8386680952934157,0.6708418980797916
120,169.0,Gallagher,3.0,59.0,6.0,0.0,0.0,0.0,0.0,0.3665802721747495,2.662438397756875,0.0,0.0
121,171.0,Gusto,2.0,49.0,6.0,0.0775,0.08,0.1575,1.4625,0.3665802721747495,2.662438397756875,0.41933404764670784,0.5361236480555711
122,173.0,Kellyman,3.0,44.0,6.0,0.0,0.0,0.0,0.0,0.3665802721747495,2.662438397756875,0.0,0.0
123,174.0,Lavia,3.0,45.0,6.0,0.0,0.0025,0.0025,0.3675,0.3665802721747495,2.662438397756875,0.006656095994392187,0.13471825002422044
124,175.0,Lukaku,4.0,63.0,6.0,0.0,0.0,0.0,0.0,0.3665802721747495,2.662438397756875,0.0,0.0
125,177.0,Madueke,3.0,63.0,6.0,0.12,0.0275,0.1475,0.725,0.3665802721747495,2.662438397756875,0.392709663669139,0.26577069732669334
126,178.0,Marc Guiu,4.0,47.0,6.0,0.0,0.0,0.0,0.0,0.3665802721747495,2.662438397756875,0.0,0.0
127,179.0,Mudryk,3.0,62.0,6.0,0.0,0.0,0.0,0.0,0.3665802721747495,2.662438397756875,0.0,0.0
128,180.0,N.Jackson,4.0,83.0,6.0,0.4425,0.0425,0.485,1.085,0.3665802721747495,2.662438397756875,1.2912826229120844,0.3977395953096032
129,181.0,Nkunku,3.0,58.0,6.0,0.0675,0.0025,0.07,0.745,0.3665802721747495,2.662438397756875,0.18637068784298128,0.2731023027701884
130,182.0,Palmer,3.0,114.0,6.0,0.5625,0.3825,0.9450000000000001,1.61,0.3665802721747495,2.662438397756875,2.516004285880247,0.5901942382013468
131,184.0,Renato Veiga,3.0,45.0,6.0,0.0,0.0,0.0,0.22,0.3665802721747495,2.662438397756875,0.0,0.08064765987844488
132,185.0,Sánchez,1.0,48.0,6.0,0.0,0.0,0.0,1.83,0.3665802721747495,2.662438397756875,0.0,0.6708418980797916
133,186.0,Sterling,3.0,67.0,1.0,0.0,0.0,0.0,0.0,0.47518095087430207,2.418295184445,0.0,0.0
134,187.0,Tosin,2.0,42.0,6.0,0.0325,0.0075,0.04,1.105,0.3665802721747495,2.662438397756875,0.106497535910275,0.40507120075309816
135,188.0,Ugochukwu,3.0,45.0,17.0,0.0175,0.0125,0.030000000000000002,0.6225,0.4122796516735227,2.02466982259,0.06074009467770001,0.2566440831667679
136,190.0,Ahamada,3.0,45.0,7.0,0.0,0.0,0.0,0.0,0.3924039726073756,2.85942161927,0.0,0.0
137,192.0,J.Ayew,3.0,52.0,11.0,0.08499999999999999,0.0575,0.14250000000000002,0.9225,0.44916880364584016,2.2247408761325,0.3170255748488813,0.41435822136328754
138,193.0,C.Doucouré,3.0,49.0,7.0,0.0475,0.0125,0.06,0.14500000000000002,0.3924039726073756,2.85942161927,0.1715652971562,0.05689857602806947
139,197.0,Ebiowei,3.0,45.0,7.0,0.0,0.0,0.0,0.0,0.3924039726073756,2.85942161927,0.0,0.0
140,198.0,Edouard,4.0,51.0,11.0,0.0,0.0,0.0,0.0,0.44916880364584016,2.2247408761325,0.0,0.0
141,199.0,Eze,3.0,66.0,7.0,0.10250000000000001,0.055,0.1575,0.865,0.3924039726073756,2.85942161927,0.45035890503502496,0.3394294363053799
142,200.0,Guéhi,2.0,45.0,7.0,0.0,0.015000000000000001,0.015000000000000001,1.6975,0.3924039726073756,2.85942161927,0.04289132428905,0.66610574350102
143,201.0,Henderson,1.0,45.0,7.0,0.0,0.0,0.0,1.6975,0.3924039726073756,2.85942161927,0.0,0.66610574350102
144,203.0,Hughes,3.0,49.0,7.0,0.065,0.17,0.23500000000000001,1.555,0.3924039726073756,2.85942161927,0.67196408052845,0.6101881774044691
145,205.0,Kamada,3.0,51.0,7.0,0.005,0.06,0.065,0.75,0.3924039726073756,2.85942161927,0.18586240525255,0.2943029794555317
146,206.0,Lerma,3.0,48.0,7.0,0.075,0.045,0.12,1.66,0.3924039726073756,2.85942161927,0.3431305943124,0.6513905945282434
147,207.0,Mateta,4.0,72.0,7.0,0.18750000000000003,0.045,0.2325,1.6099999999999999,0.3924039726073756,2.85942161927,0.664815526480275,0.6317703958978746
148,208.0,M.França,3.0,44.0,7.0,0.0,0.0,0.0,0.0,0.3924039726073756,2.85942161927,0.0,0.0
149,210.0,Mitchell,2.0,48.0,7.0,0.0,0.175,0.175,1.66,0.3924039726073756,2.85942161927,0.50039878337225,0.6513905945282434
150,211.0,Muñoz,2.0,47.0,7.0,0.1125,0.042499999999999996,0.15500000000000003,0.98,0.3924039726073756,2.85942161927,0.44321035098685,0.3845558931552281
151,212.0,Ozoh,3.0,45.0,7.0,0.0,0.0,0.0,0.0,0.3924039726073756,2.85942161927,0.0,0.0
152,213.0,Rak-Sakyi,3.0,45.0,7.0,0.0,0.0,0.0,0.0,0.3924039726073756,2.85942161927,0.0,0.0
153,214.0,Schlupp,3.0,47.0,7.0,0.01,0.0,0.01,0.015,0.3924039726073756,2.85942161927,0.0285942161927,0.0058860595891106334
154,216.0,Wharton,3.0,47.0,7.0,0.0,0.0,0.0,0.0,0.3924039726073756,2.85942161927,0.0,0.0
155,217.0,A.Doucoure,3.0,51.0,8.0,0.043333333333333335,0.013333333333333334,0.056666666666666664,1.39,0.48596588454780715,2.329317238936875,0.13199464353975623,0.6754925795214519
156,218.0,Beto,4.0,49.0,8.0,0.0,0.0,0.0,0.02,0.48596588454780715,2.329317238936875,0.0,0.009719317690956143
157,219.0,Branthwaite,2.0,48.0,8.0,0.0033333333333333335,0.0033333333333333335,0.006666666666666667,1.39,0.48596588454780715,2.329317238936875,0.015528781592912499,0.6754925795214519
158,220.0,Calvert-Lewin,4.0,54.0,8.0,0.06333333333333334,0.0033333333333333335,0.06666666666666667,1.28,0.48596588454780715,2.329317238936875,0.155287815929125,0.6220363322211931
159,222.0,Gana,3.0,48.0,8.0,0.006666666666666667,0.006666666666666667,0.013333333333333334,1.39,0.48596588454780715,2.329317238936875,0.031057563185824998,0.6754925795214519
160,223.0,Garner,3.0,49.0,8.0,0.0,0.0,0.0,0.0,0.48596588454780715,2.329317238936875,0.0,0.0
161,224.0,Harrison,3.0,52.0,8.0,0.21333333333333335,0.06666666666666667,0.28,1.32,0.48596588454780715,2.329317238936875,0.652208826902325,0.6414749676031055
162,226.0,Iroegbunam,3.0,44.0,8.0,0.0,0.0,0.0,0.0,0.48596588454780715,2.329317238936875,0.0,0.0
163,229.0,Maupay,4.0,49.0,8.0,0.0,0.0,0.0,0.0,0.48596588454780715,2.329317238936875,0.0,0.0
164,230.0,McNeil,3.0,52.0,8.0,0.0,0.0,0.0,0.0,0.48596588454780715,2.329317238936875,0.0,0.0
165,231.0,Mykolenko,2.0,43.0,8.0,0.0,0.01,0.01,1.39,0.48596588454780715,2.329317238936875,0.02329317238936875,0.6754925795214519
166,232.0,Ndiaye,4.0,54.0,8.0,0.17666666666666667,0.03333333333333333,0.21,1.3699999999999999,0.48596588454780715,2.329317238936875,0.48915662017674366,0.6657732618304957
167,233.0,Onana,3.0,49.0,2.0,0.055,0.005,0.060000000000000005,1.1475,0.3887056561105774,2.097986562605,0.1258791937563,0.44603974038688754
168,235.0,Pickford,1.0,50.0,8.0,0.0,0.0,0.0,1.39,0.48596588454780715,2.329317238936875,0.0,0.6754925795214519
169,236.0,Tarkowski,2.0,48.0,8.0,0.0,0.023333333333333334,0.023333333333333334,1.39,0.48596588454780715,2.329317238936875,0.05435073557519375,0.6754925795214519
170,237.0,Y. Chermiti,4.0,49.0,8.0,0.0,0.0,0.0,0.0,0.48596588454780715,2.329317238936875,0.0,0.0
171,239.0,Adama,3.0,47.0,9.0,0.035,0.12,0.155,0.6849999999999999,0.3656553324234515,3.0260199270568746,0.4690330886938156,0.2504739027100643
172,240.0,Andreas,3.0,50.0,9.0,0.0775,0.0325,0.11,0.5275,0.3656553324234515,3.0260199270568746,0.3328621919762562,0.19288318785337066
173,241.0,Bassey,2.0,45.0,9.0,0.0275,0.0025,0.03,0.8525,0.3656553324234515,3.0260199270568746,0.09078059781170625,0.31172117089099244
174,243.0,Cairney,3.0,48.0,9.0,0.01,0.0125,0.0225,0.19,0.3656553324234515,3.0260199270568746,0.06808544835877968,0.06947451316045579
175,245.0,Diop,2.0,44.0,9.0,0.0,0.0,0.0,1.385,0.3656553324234515,3.0260199270568746,0.0,0.5064326354064803
176,246.0,Harris,3.0,45.0,9.0,0.0,0.0,0.0,0.0,0.3656553324234515,3.0260199270568746,0.0,0.0
177,247.0,Iwobi,3.0,58.0,9.0,0.11250000000000002,0.0475,0.16,1.315,0.3656553324234515,3.0260199270568746,0.4841631883291,0.48083676213683874
178,248.0,Leno,1.0,50.0,9.0,0.0,0.0,0.0,1.385,0.3656553324234515,3.0260199270568746,0.0,0.5064326354064803
179,249.0,Lukić,3.0,48.0,9.0,0.0125,0.07,0.0825,1.3325,0.3656553324234515,3.0260199270568746,0.2496466439821922,0.48723573045424917
180,251.0,Muniz,4.0,55.0,9.0,0.2225,0.0,0.2225,0.425,0.3656553324234515,3.0260199270568746,0.6732894337701547,0.1554035162799669
181,252.0,Raúl,4.0,55.0,9.0,0.0925,0.007500000000000001,0.1,0.96,0.3656553324234515,3.0260199270568746,0.3026019927056875,0.35102911912651347
182,254.0,Reed,3.0,47.0,9.0,0.0,0.0,0.0,0.0,0.3656553324234515,3.0260199270568746,0.0,0.0
183,255.0,Robinson,2.0,49.0,9.0,0.0525,0.195,0.2475,1.385,0.3656553324234515,3.0260199270568746,0.7489399319465765,0.5064326354064803
184,256.0,Stansfield,4.0,50.0,9.0,0.0,0.0,0.0,0.0,0.3656553324234515,3.0260199270568746,0.0,0.0
