,playerid,web_name,element_type_x,now_cost,team,expected_goals.gw,expected_assists.gw,expected_goal_involvements.gw,expected_goals_conceded.gw,XGI_Weighted,XGC_Weighted,AttackOpp_pergame,DefenceOpp_pergame,element,position,multiplier,is_captain,is_vice_captain,element_type_y,IsInCurrentTeam
55,81.0,Smith,2.0,45.0,3.0,0.04285714285714286,0.004285714285714286,0.047142857142857146,0.687857142857143,0.326922530099588,2.4481916278833333,0.11541474817164286,0.22487599748993095,,,,,,,N
56,82.0,Solanke,4.0,75.0,18.0,0.41071428571428564,0.049999999999999996,0.46071428571428574,1.1421428571428571,0.34573924929771127,2.374656552100606,1.0940381972177793,0.39488361401931454,,,,,,,N
57,83.0,Tavernier,3.0,55.0,3.0,0.21999999999999997,0.14714285714285716,0.3671428571428571,0.9207142857142856,0.326922530099588,2.4481916278833333,0.8988360690943095,0.30100224378454926,,,,,,,N
58,85.0,Zabarnyi,2.0,44.0,3.0,0.02142857142857143,0.01,0.03142857142857143,1.1871428571428573,0.326922530099588,2.4481916278833333,0.0769431654477619,0.3881037464467967,,,,,,,N
59,87.0,Brierley,3.0,45.0,4.0,0.0,0.0,0.0,0.0,0.35077311313501963,2.290033992647424,0.0,0.0,,,,,,,N
60,88.0,Collins,2.0,45.0,4.0,0.12357142857142857,0.057142857142857155,0.1807142857142857,1.7442857142857144,0.35077311313501963,2.290033992647424,0.413841857242713,0.6118485301969415,,,,,,,N
61,89.0,Damsgaard,3.0,50.0,4.0,0.09785714285714286,0.17857142857142858,0.2764285714285714,1.3485714285714285,0.35077311313501963,2.290033992647424,0.633030825110395,0.4730425982849407,,,,,,,N
62,90.0,Dasilva,3.0,48.0,4.0,0.0,0.0,0.0,0.0,0.35077311313501963,2.290033992647424,0.0,0.0,,,,,,,N
63,91.0,Flekken,1.0,45.0,4.0,0.0,0.0014285714285714286,0.0014285714285714286,1.7442857142857144,0.35077311313501963,2.290033992647424,0.0032714771323534633,0.6118485301969415,,,,,,,N
64,94.0,Janelt,3.0,49.0,4.0,0.03571428571428571,0.07928571428571429,0.115,1.4814285714285715,0.35077311313501963,2.290033992647424,0.26335390915445384,0.5196453118871648,,,,,,,N
65,95.0,Jensen,3.0,53.0,4.0,0.015000000000000001,0.04214285714285714,0.057142857142857155,0.6471428571428571,0.35077311313501963,2.290033992647424,0.13085908529413853,0.22700031464309128,,,,,,,N
66,97.0,Konak,3.0,45.0,4.0,0.010714285714285714,0.0,0.010714285714285714,0.08714285714285715,0.35077311313501963,2.290033992647424,0.02453607849265097,0.030567371287480282,,,,,,,N
67,98.0,Lewis-Potter,3.0,50.0,4.0,0.06285714285714286,0.12357142857142857,0.18642857142857142,1.481428571428571,0.35077311313501963,2.290033992647424,0.4269277657721269,0.5196453118871648,,,,,,,N
68,99.0,Mbeumo,3.0,76.0,4.0,0.27714285714285714,0.22,0.49714285714285716,1.6792857142857143,0.35077311313501963,2.290033992647424,1.1384740420590054,0.589048277843165,,,,,,,N
69,101.0,Nørgaard,3.0,48.0,4.0,0.09214285714285714,0.01357142857142857,0.1057142857142857,1.1071428571428572,0.35077311313501963,2.290033992647424,0.24208930779415627,0.3883559466852003,,,,,,,N
70,102.0,Onyeka,3.0,49.0,4.0,0.0,0.0014285714285714286,0.0014285714285714286,0.04928571428571429,0.35077311313501963,2.290033992647424,0.0032714771323534633,0.01728810343308311,,,,,,,N
71,103.0,Peart-Harris,3.0,45.0,4.0,0.0,0.0,0.0,0.0,0.35077311313501963,2.290033992647424,0.0,0.0,,,,,,,N
72,104.0,Pinnock,2.0,45.0,4.0,0.062142857142857146,0.04357142857142857,0.1057142857142857,1.7442857142857144,0.35077311313501963,2.290033992647424,0.24208930779415627,0.6118485301969415,,,,,,,N
73,106.0,Schade,3.0,51.0,4.0,0.21785714285714286,0.030714285714285715,0.24857142857142858,0.7649999999999999,0.35077311313501963,2.290033992647424,0.5692370210295027,0.26834143154829,,,,,,,N
74,107.0,Thiago,4.0,59.0,4.0,0.007142857142857144,0.0007142857142857143,0.007857142857142858,0.10285714285714286,0.35077311313501963,2.290033992647424,0.01799312422794405,0.03607952020817345,,,,,,,N
75,108.0,Toney,4.0,73.0,4.0,0.0,0.0,0.0,0.0,0.35077311313501963,2.290033992647424,0.0,0.0,,,,,,,N
76,110.0,Wissa,4.0,62.0,4.0,0.43714285714285717,0.028571428571428577,0.4657142857142857,0.9878571428571429,0.35077311313501963,2.290033992647424,1.066501545147229,0.34651372533266583,,,,,,,N
77,111.0,Yarmoliuk,3.0,44.0,4.0,0.021428571428571432,0.01,0.03142857142857143,0.45142857142857146,0.35077311313501963,2.290033992647424,0.0719724969117762,0.1583490053580946,,,,,,,N
78,113.0,Adingra,3.0,52.0,5.0,0.04142857142857143,0.07,0.11142857142857143,0.3507142857142857,0.3488332738117622,2.4759511035568185,0.27589169439633116,0.12234081245826803,,,,,,,N
79,114.0,Baker-Boaitey,3.0,45.0,5.0,0.0,0.0,0.0,0.0,0.3488332738117622,2.4759511035568185,0.0,0.0,,,,,,,N
80,115.0,Baleba,3.0,50.0,5.0,0.07214285714285715,0.017857142857142856,0.09,0.9228571428571428,0.3488332738117622,2.4759511035568185,0.22283559932011363,0.32192327840342627,,,,,,,N
81,117.0,Buonanotte,3.0,50.0,11.0,0.22571428571428573,0.1057142857142857,0.33142857142857146,1.3257142857142856,0.3630359435937315,2.31270886376303,0.7664977948471758,0.48128193664997543,117.0,15.0,0.0,False,False,3.0,Y
82,118.0,Cozier-Duberry,3.0,45.0,5.0,0.0,0.0,0.0,0.0,0.3488332738117622,2.4759511035568185,0.0,0.0,,,,,,,N
83,119.0,Dahoud,3.0,49.0,5.0,0.0,0.0,0.0,0.0,0.3488332738117622,2.4759511035568185,0.0,0.0,,,,,,,N
84,121.0,Enciso,3.0,54.0,5.0,0.012142857142857144,0.011428571428571429,0.023571428571428573,0.05214285714285715,0.3488332738117622,2.4759511035568185,0.05836170458383929,0.018189163563041892,,,,,,,N
85,123.0,Ferguson,4.0,55.0,5.0,0.017857142857142856,0.0,0.017857142857142856,0.1757142857142857,0.3488332738117622,2.4759511035568185,0.044213412563514604,0.06129498954120965,,,,,,,N
86,124.0,Gilmour,3.0,50.0,5.0,0.005714285714285714,0.002857142857142857,0.008571428571428572,0.09428571428571429,0.3488332738117622,2.4759511035568185,0.021222438030487015,0.03288999438796616,,,,,,,N
87,125.0,Gross,3.0,65.0,5.0,0.0,0.0,0.0,0.0,0.3488332738117622,2.4759511035568185,0.0,0.0,,,,,,,N
88,126.0,Hinshelwood,3.0,50.0,5.0,0.05285714285714285,0.04857142857142858,0.10142857142857142,1.2035714285714287,0.3488332738117622,2.4759511035568185,0.251132183360763,0.41984576169487103,,,,,,,N
89,127.0,I.Osman,3.0,50.0,5.0,0.0,0.0,0.0,0.0,0.3488332738117622,2.4759511035568185,0.0,0.0,,,,,,,N
90,129.0,João Pedro,4.0,59.0,5.0,0.15285714285714286,0.09071428571428572,0.24357142857142858,0.46214285714285713,0.3488332738117622,2.4759511035568185,0.6030709473663394,0.1612108058258644,,,,,,,N
91,130.0,Kozlowski,3.0,45.0,5.0,0.0,0.0,0.0,0.0,0.3488332738117622,2.4759511035568185,0.0,0.0,,,,,,,N
92,132.0,March,3.0,65.0,5.0,0.0,0.0,0.0,0.0,0.3488332738117622,2.4759511035568185,0.0,0.0,,,,,,,N
93,133.0,Mazilu,3.0,45.0,5.0,0.0,0.0,0.0,0.0,0.3488332738117622,2.4759511035568185,0.0,0.0,,,,,,,N
94,134.0,Milner,3.0,50.0,5.0,0.011428571428571429,0.010714285714285714,0.02214285714285714,0.14142857142857143,0.3488332738117622,2.4759511035568185,0.054824631578758116,0.049334991581949234,,,,,,,N
95,135.0,Minteh,3.0,51.0,5.0,0.05928571428571428,0.09214285714285714,0.15142857142857144,0.3657142857142857,0.3488332738117622,2.4759511035568185,0.37492973853860395,0.12757331156544446,,,,,,,N
96,136.0,Mitoma,3.0,66.0,5.0,0.2571428571428572,0.16214285714285714,0.4192857142857143,1.4635714285714287,0.3488332738117622,2.4759511035568185,1.0381309269913233,0.5105424128859292,,,,,,,N
97,137.0,Moder,3.0,44.0,5.0,0.0,0.0,0.0,0.011428571428571429,0.3488332738117622,2.4759511035568185,0.0,0.0039866659864201395,,,,,,,N
98,138.0,O’Mahony,4.0,45.0,5.0,0.0,0.0,0.0,0.0,0.3488332738117622,2.4759511035568185,0.0,0.0,,,,,,,N
99,140.0,Peupion,3.0,44.0,5.0,0.0,0.0,0.0,0.0,0.3488332738117622,2.4759511035568185,0.0,0.0,,,,,,,N
100,141.0,Sarmiento,3.0,49.0,5.0,0.0,0.0,0.0,0.0,0.3488332738117622,2.4759511035568185,0.0,0.0,,,,,,,N
101,143.0,Undav,4.0,55.0,5.0,0.0,0.0,0.0,0.0,0.3488332738117622,2.4759511035568185,0.0,0.0,,,,,,,N
102,144.0,Van Hecke,2.0,45.0,5.0,0.034999999999999996,0.045,0.08,1.0292857142857144,0.3488332738117622,2.4759511035568185,0.19807608828454545,0.35904910540196383,,,,,,,N
103,145.0,Veltman,2.0,45.0,5.0,0.005,0.07642857142857143,0.08142857142857143,1.0585714285714285,0.3488332738117622,2.4759511035568185,0.2016131612896266,0.3692649369921654,,,,,,,N
104,146.0,Verbruggen,1.0,45.0,5.0,0.0,0.0,0.0,1.4314285714285713,0.3488332738117622,2.4759511035568185,0.0,0.4993299147991225,,,,,,,N
105,148.0,Welbeck,4.0,58.0,5.0,0.3785714285714286,0.030714285714285715,0.4092857142857143,1.4092857142857143,0.3488332738117622,2.4759511035568185,1.0133714159557548,0.4916057494504335,,,,,,,N
106,149.0,Wieffer,3.0,47.0,5.0,0.02214285714285714,0.009285714285714286,0.03142857142857143,0.5614285714285715,0.3488332738117622,2.4759511035568185,0.07781560611178572,0.1958449665828894,,,,,,,N
107,150.0,Andrey Santos,3.0,45.0,6.0,0.0,0.0,0.0,0.0,0.3099980420791697,2.353010259761364,0.0,0.0,,,,,,,N
108,151.0,Ângelo,3.0,45.0,6.0,0.0,0.0,0.0,0.0,0.3099980420791697,2.353010259761364,0.0,0.0,,,,,,,N
109,156.0,Broja,4.0,54.0,8.0,0.0,0.004285714285714286,0.004285714285714286,0.0,0.36564317053813516,2.4345227723931817,0.010433669024542208,0.0,,,,,,,N
110,157.0,Caicedo,3.0,49.0,6.0,0.02714285714285714,0.09714285714285714,0.12428571428571429,1.2435714285714285,0.3099980420791697,2.353010259761364,0.2924455608560552,0.38550470804273884,,,,,,,N
111,158.0,Casadei,3.0,44.0,6.0,0.0,0.0,0.0,0.0,0.3099980420791697,2.353010259761364,0.0,0.0,,,,,,,N
112,161.0,Chukwuemeka,3.0,48.0,6.0,0.0,0.0,0.0,0.0,0.3099980420791697,2.353010259761364,0.0,0.0,,,,,,,N
113,162.0,Colwill,2.0,46.0,6.0,0.01357142857142857,0.05857142857142858,0.07214285714285715,1.1821428571428572,0.3099980420791697,2.353010259761364,0.16975288302564123,0.36646197117216134,,,,,,,N
114,163.0,Cucurella,2.0,52.0,6.0,0.002857142857142857,0.08071428571428571,0.08357142857142856,0.9542857142857142,0.3099980420791697,2.353010259761364,0.19664442885148536,0.29582670301269337,,,,,,,N
115,164.0,D.D.Fofana,4.0,54.0,6.0,0.0,0.0,0.0,0.0,0.3099980420791697,2.353010259761364,0.0,0.0,,,,,,,N
116,165.0,Deivid,4.0,49.0,6.0,0.0,0.0,0.0,0.0,0.3099980420791697,2.353010259761364,0.0,0.0,,,,,,,N
117,166.0,Dewsbury-Hall,3.0,55.0,6.0,0.0,0.003571428571428572,0.003571428571428572,0.08071428571428571,0.3099980420791697,2.353010259761364,0.0084036080705763,0.025021270539247267,,,,,,,N
118,168.0,Enzo,3.0,51.0,6.0,0.10642857142857144,0.1407142857142857,0.24714285714285714,0.7078571428571429,0.3099980420791697,2.353010259761364,0.5815296784838798,0.21943432835746937,,,,,,,N
119,169.0,Gallagher,3.0,59.0,6.0,0.0,0.0,0.0,0.0,0.3099980420791697,2.353010259761364,0.0,0.0,,,,,,,N
120,173.0,Kellyman,3.0,44.0,6.0,0.0,0.0,0.0,0.0,0.3099980420791697,2.353010259761364,0.0,0.0,,,,,,,N
121,174.0,Lavia,3.0,45.0,6.0,0.012857142857142857,0.019999999999999997,0.032857142857142856,0.6085714285714285,0.3099980420791697,2.353010259761364,0.07731319424930194,0.1886559513224661,,,,,,,N
122,175.0,Lukaku,4.0,63.0,6.0,0.0,0.0,0.0,0.0,0.3099980420791697,2.353010259761364,0.0,0.0,,,,,,,N
123,177.0,Madueke,3.0,63.0,6.0,0.3221428571428571,0.08357142857142856,0.40571428571428575,1.0278571428571428,0.3099980420791697,2.353010259761364,0.9546498768174676,0.31863370182280365,,,,,,,N
124,178.0,Marc Guiu,4.0,47.0,6.0,0.0,0.0,0.0,0.007857142857142858,0.3099980420791697,2.353010259761364,0.0,0.002435698902050619,,,,,,,N
125,179.0,Mudryk,3.0,62.0,6.0,0.017142857142857144,0.047142857142857146,0.0642857142857143,0.23428571428571432,0.3099980420791697,2.353010259761364,0.1512649452703734,0.07262811271569118,,,,,,,N
126,180.0,N.Jackson,4.0,82.0,6.0,0.48214285714285715,0.038571428571428576,0.5207142857142857,1.0292857142857144,0.3099980420791697,2.353010259761364,1.2252460566900243,0.3190765561686311,,,,,,,N
127,181.0,Nkunku,3.0,58.0,6.0,0.23214285714285718,0.018571428571428572,0.2507142857142857,0.3714285714285714,0.3099980420791697,2.353010259761364,0.5899332865544562,0.11514212991512017,,,,,,,N
128,182.0,Palmer,3.0,111.0,6.0,0.5664285714285715,0.22,0.7864285714285714,1.2535714285714286,0.3099980420791697,2.353010259761364,1.8504744971409008,0.3886046884635306,,,,,,,N
129,184.0,Renato Veiga,3.0,45.0,6.0,0.011428571428571429,0.010714285714285716,0.02214285714285714,0.16357142857142856,0.3099980420791697,2.353010259761364,0.05210237003757305,0.05070682259723561,,,,,,,N
130,185.0,Sánchez,1.0,48.0,6.0,0.0,0.0007142857142857143,0.0007142857142857143,1.2007142857142856,0.3099980420791697,2.353010259761364,0.0016807216141152598,0.37221907766791723,,,,,,,N
131,186.0,Sterling,3.0,67.0,1.0,0.03642857142857143,0.0064285714285714285,0.04285714285714286,0.0992857142857143,0.32039005794984565,2.461602080855909,0.10549723203668182,0.03181015575359183,,,,,,,N
132,188.0,Ugochukwu,3.0,45.0,17.0,0.014999999999999998,0.004285714285714286,0.019285714285714288,0.42571428571428577,0.3439046086140674,2.251199254158333,0.043415985615910715,0.1464051048099887,,,,,,,N
133,189.0,W.Fofana,2.0,44.0,6.0,0.02857142857142857,0.010714285714285714,0.03928571428571429,0.9992857142857143,0.3099980420791697,2.353010259761364,0.09243968877633929,0.309776614906256,,,,,,,N
134,190.0,Ahamada,3.0,45.0,7.0,0.0,0.0,0.0,0.0,0.3566059263890437,2.4502816584059093,0.0,0.0,,,,,,,N
135,192.0,J.Ayew,3.0,52.0,11.0,0.18071428571428574,0.024999999999999998,0.2057142857142857,0.9457142857142858,0.3630359435937315,2.31270886376303,0.47575725197410906,0.34332827808435745,,,,,,,N
136,193.0,C.Doucouré,3.0,49.0,7.0,0.01357142857142857,0.002142857142857143,0.015714285714285715,0.36428571428571427,0.3566059263890437,2.4502816584059093,0.03850442606066429,0.12990644461315162,,,,,,,N
137,197.0,Ebiowei,3.0,45.0,7.0,0.0,0.0,0.0,0.0,0.3566059263890437,2.4502816584059093,0.0,0.0,,,,,,,N
138,198.0,Edouard,4.0,51.0,11.0,0.027857142857142858,0.005,0.032857142857142856,0.26571428571428574,0.3630359435937315,2.31270886376303,0.07598900552364242,0.09646383644062008,,,,,,,N
139,199.0,Eze,3.0,66.0,7.0,0.22214285714285714,0.125,0.34714285714285714,0.9485714285714285,0.3566059263890437,2.4502816584059093,0.8505977757037656,0.33826619303189287,,,,,,,N
140,200.0,Guéhi,2.0,45.0,7.0,0.08928571428571429,0.026428571428571426,0.1157142857142857,1.4149999999999998,0.3566059263890437,2.4502816584059093,0.2835325919012552,0.5045973858404967,,,,,,,N
141,201.0,Henderson,1.0,44.0,7.0,0.0007142857142857143,0.0,0.0007142857142857143,1.4149999999999998,0.3566059263890437,2.4502816584059093,0.0017502011845756495,0.5045973858404967,,,,,,,N
142,203.0,Hughes,3.0,49.0,7.0,0.029999999999999995,0.04285714285714286,0.07285714285714286,0.83,0.3566059263890437,2.4502816584059093,0.17852052082671624,0.29598291890290623,,,,,,,N
