,minutes_x,playerid,web_name,element_type,team,now_cost,expected_goals.gw,expected_assists.gw,expected_goal_involvements.gw,expected_goals_conceded.gw
2683,87.0,520.0,Emerson,2.0,19.0,44.0,0.00,0.11,0.11,1.46
2684,0.0,520.0,Emerson,2.0,19.0,44.0,0.00,0.00,0.00,0.00
2685,70.0,520.0,Emerson,2.0,19.0,44.0,0.00,0.14,0.14,0.44
2699,90.0,521.0,Fabianski,1.0,19.0,41.0,0.00,0.00,0.00,1.67
2700,90.0,521.0,Fabianski,1.0,19.0,41.0,0.00,0.00,0.00,1.63
2701,90.0,521.0,Fabianski,1.0,19.0,41.0,0.00,0.00,0.00,1.91
2702,90.0,521.0,Fabianski,1.0,19.0,41.0,0.00,0.00,0.00,0.94
2716,0.0,522.0,Foderingham,1.0,19.0,43.0,0.00,0.00,0.00,0.00
2717,0.0,522.0,Foderingham,1.0,19.0,43.0,0.00,0.00,0.00,0.00
2718,0.0,522.0,Foderingham,1.0,19.0,43.0,0.00,0.00,0.00,0.00
2719,0.0,522.0,Foderingham,1.0,19.0,43.0,0.00,0.00,0.00,0.00
2733,45.0,523.0,Ings,4.0,19.0,50.0,0.34,0.04,0.38,0.88
2734,17.0,523.0,Ings,4.0,19.0,50.0,0.00,0.00,0.00,0.41
2735,0.0,523.0,Ings,4.0,19.0,50.0,0.00,0.00,0.00,0.00
2736,0.0,523.0,Ings,4.0,19.0,50.0,0.00,0.00,0.00,0.00
2750,90.0,524.0,Kilman,2.0,19.0,44.0,0.21,0.03,0.24,1.67
2751,90.0,524.0,Kilman,2.0,19.0,44.0,0.15,0.05,0.20,1.63
2752,90.0,524.0,Kilman,2.0,19.0,44.0,0.43,0.01,0.44,1.91
2753,90.0,524.0,Kilman,2.0,19.0,44.0,0.00,0.46,0.46,0.94
2767,78.0,525.0,Kudus,3.0,19.0,62.0,0.16,0.33,0.49,1.53
2768,86.0,525.0,Kudus,3.0,19.0,62.0,0.06,0.10,0.16,1.46
2769,74.0,525.0,Kudus,3.0,19.0,62.0,0.08,0.23,0.31,1.27
2770,90.0,525.0,Kudus,3.0,19.0,62.0,0.23,0.01,0.24,0.94
2784,0.0,526.0,L.Guilherme,3.0,19.0,47.0,0.00,0.00,0.00,0.00
2785,0.0,526.0,L.Guilherme,3.0,19.0,47.0,0.00,0.00,0.00,0.00
2786,0.0,526.0,L.Guilherme,3.0,19.0,47.0,0.00,0.00,0.00,0.00
2787,0.0,526.0,L.Guilherme,3.0,19.0,47.0,0.00,0.00,0.00,0.00
2801,28.0,527.0,L.Paquetá,3.0,19.0,57.0,0.13,0.01,0.14,0.58
2802,26.0,527.0,L.Paquetá,3.0,19.0,57.0,0.01,0.01,0.02,0.84
2803,90.0,527.0,L.Paquetá,3.0,19.0,57.0,0.91,0.15,1.06,1.91
2804,70.0,527.0,L.Paquetá,3.0,19.0,57.0,0.12,0.00,0.12,0.44
2818,90.0,528.0,Mavropanos,2.0,19.0,44.0,0.38,0.02,0.40,1.67
2819,90.0,528.0,Mavropanos,2.0,19.0,44.0,0.19,0.02,0.21,1.63
2820,90.0,528.0,Mavropanos,2.0,19.0,44.0,0.12,0.01,0.13,1.91
2821,45.0,528.0,Mavropanos,2.0,19.0,44.0,0.00,0.01,0.01,0.06
2835,0.0,529.0,N.Aguerd,2.0,19.0,44.0,0.00,0.00,0.00,0.00
2836,0.0,529.0,N.Aguerd,2.0,19.0,44.0,0.00,0.00,0.00,0.00
2837,0.0,529.0,N.Aguerd,2.0,19.0,44.0,0.00,0.00,0.00,0.00
2838,0.0,529.0,N.Aguerd,2.0,19.0,44.0,0.00,0.00,0.00,0.00
2852,61.0,530.0,Souček,3.0,19.0,49.0,0.19,0.06,0.25,1.10
2853,90.0,530.0,Souček,3.0,19.0,49.0,0.11,0.01,0.12,1.63
2854,90.0,530.0,Souček,3.0,19.0,49.0,0.05,0.01,0.06,1.91
2855,90.0,530.0,Souček,3.0,19.0,49.0,0.12,0.01,0.13,0.94
2869,0.0,531.0,Ward-Prowse,3.0,16.0,62.0,0.00,0.00,0.00,0.00
2870,0.0,531.0,Ward-Prowse,3.0,16.0,62.0,0.00,0.00,0.00,0.00
2871,0.0,531.0,Ward-Prowse,3.0,16.0,62.0,0.00,0.00,0.00,0.00
2872,0.0,531.0,Ward-Prowse,3.0,16.0,62.0,0.00,0.00,0.00,0.00
2886,0.0,532.0,Zouma,2.0,19.0,44.0,0.00,0.00,0.00,0.00
2887,0.0,532.0,Zouma,2.0,19.0,44.0,0.00,0.00,0.00,0.00
2888,0.0,532.0,Zouma,2.0,19.0,44.0,0.00,0.00,0.00,0.00
2889,0.0,532.0,Zouma,2.0,19.0,44.0,0.00,0.00,0.00,0.00
2903,25.0,569.0,Jaden,3.0,2.0,53.0,0.00,0.00,0.00,0.27
2904,31.0,569.0,Jaden,3.0,2.0,53.0,0.04,0.08,0.12,0.10
2905,0.0,569.0,Jaden,3.0,2.0,53.0,0.00,0.00,0.00,0.00
2906,0.0,569.0,Jaden,3.0,2.0,53.0,0.00,0.00,0.00,0.00
2920,0.0,576.0,Irving,3.0,19.0,48.0,0.00,0.00,0.00,0.00
2921,0.0,576.0,Irving,3.0,19.0,48.0,0.00,0.00,0.00,0.00
2922,0.0,576.0,Irving,3.0,19.0,48.0,0.00,0.00,0.00,0.00
2923,0.0,576.0,Irving,3.0,19.0,48.0,0.00,0.00,0.00,0.00
2937,45.0,587.0,Summerville,3.0,19.0,56.0,0.26,0.64,0.90,0.79
2938,72.0,587.0,Summerville,3.0,19.0,56.0,0.09,0.42,0.51,1.22
2939,15.0,587.0,Summerville,3.0,19.0,56.0,0.00,0.00,0.00,0.64
2940,33.0,587.0,Summerville,3.0,19.0,56.0,0.19,0.00,0.19,0.63
2954,0.0,588.0,G.Rodríguez,3.0,19.0,48.0,0.00,0.00,0.00,0.00
2955,3.0,588.0,G.Rodríguez,3.0,19.0,48.0,0.00,0.00,0.00,0.17
2956,0.0,588.0,G.Rodríguez,3.0,19.0,48.0,0.00,0.00,0.00,0.00
2957,1.0,588.0,G.Rodríguez,3.0,19.0,48.0,0.00,0.00,0.00,0.24
2971,11.0,589.0,Füllkrug,4.0,19.0,67.0,0.42,0.00,0.42,0.14
2972,0.0,589.0,Füllkrug,4.0,19.0,67.0,0.00,0.00,0.00,0.00
2973,34.0,589.0,Füllkrug,4.0,19.0,67.0,0.10,0.10,0.20,0.92
2974,56.0,589.0,Füllkrug,4.0,19.0,67.0,0.02,0.00,0.02,0.30
2988,0.0,591.0,Todibo,2.0,19.0,43.0,0.00,0.00,0.00,0.00
2989,2.0,591.0,Todibo,2.0,19.0,43.0,0.00,0.00,0.00,0.17
2990,0.0,591.0,Todibo,2.0,19.0,43.0,0.00,0.00,0.00,0.00
2991,45.0,591.0,Todibo,2.0,19.0,43.0,0.00,0.00,0.00,0.87
3005,0.0,598.0,Bogarde,2.0,2.0,40.0,0.00,0.00,0.00,0.00
3006,0.0,598.0,Bogarde,2.0,2.0,40.0,0.00,0.00,0.00,0.00
3007,0.0,598.0,Bogarde,2.0,2.0,40.0,0.00,0.00,0.00,0.00
3008,0.0,598.0,Bogarde,2.0,2.0,40.0,0.00,0.00,0.00,0.00
3022,71.0,27.0,Archer,4.0,17.0,50.0,0.10,0.04,0.14,3.97
3023,72.0,27.0,Archer,4.0,17.0,50.0,0.20,0.22,0.42,1.17
3024,8.0,27.0,Archer,4.0,17.0,50.0,0.00,0.00,0.00,0.44
3025,45.0,27.0,Archer,4.0,17.0,50.0,0.03,0.00,0.03,0.77
3039,0.0,390.0,A.Murphy,2.0,15.0,40.0,0.00,0.00,0.00,0.00
3040,0.0,390.0,A.Murphy,2.0,15.0,40.0,0.00,0.00,0.00,0.00
3041,0.0,390.0,A.Murphy,2.0,15.0,40.0,0.00,0.00,0.00,0.00
3042,0.0,390.0,A.Murphy,2.0,15.0,40.0,0.00,0.00,0.00,0.00
3056,0.0,391.0,Almirón,3.0,15.0,55.0,0.00,0.00,0.00,0.00
3057,17.0,391.0,Almirón,3.0,15.0,55.0,0.11,0.01,0.12,0.66
3058,0.0,391.0,Almirón,3.0,15.0,55.0,0.00,0.00,0.00,0.00
3059,17.0,391.0,Almirón,3.0,15.0,55.0,0.00,0.01,0.01,0.08
3073,16.0,392.0,Barnes,3.0,15.0,61.0,0.00,0.00,0.00,0.64
3074,72.0,392.0,Barnes,3.0,15.0,61.0,0.17,0.30,0.47,0.57
3075,26.0,392.0,Barnes,3.0,15.0,61.0,0.15,0.23,0.38,0.00
3076,26.0,392.0,Barnes,3.0,15.0,61.0,0.04,0.62,0.66,0.17
3090,0.0,393.0,Botman,2.0,15.0,44.0,0.00,0.00,0.00,0.00
3091,0.0,393.0,Botman,2.0,15.0,44.0,0.00,0.00,0.00,0.00
3092,0.0,393.0,Botman,2.0,15.0,44.0,0.00,0.00,0.00,0.00
3093,0.0,393.0,Botman,2.0,15.0,44.0,0.00,0.00,0.00,0.00
3107,90.0,394.0,Bruno G.,3.0,15.0,61.0,0.19,0.03,0.22,1.99
3108,90.0,394.0,Bruno G.,3.0,15.0,61.0,0.10,0.04,0.14,1.23
3109,63.0,394.0,Bruno G.,3.0,15.0,61.0,0.83,0.22,1.05,0.19
3110,79.0,394.0,Bruno G.,3.0,15.0,61.0,0.06,0.17,0.23,0.66
3124,90.0,395.0,Burn,2.0,15.0,44.0,0.00,0.01,0.01,1.99
3125,90.0,395.0,Burn,2.0,15.0,44.0,0.00,0.00,0.00,1.23
3126,90.0,395.0,Burn,2.0,15.0,44.0,0.13,0.01,0.14,0.19
3127,90.0,395.0,Burn,2.0,15.0,44.0,0.00,0.00,0.00,0.71
3141,0.0,396.0,Dúbravka,1.0,15.0,42.0,0.00,0.00,0.00,0.00
3142,0.0,396.0,Dúbravka,1.0,15.0,42.0,0.00,0.00,0.00,0.00
3143,90.0,396.0,Dúbravka,1.0,15.0,42.0,0.00,0.00,0.00,0.19
3144,90.0,396.0,Dúbravka,1.0,15.0,42.0,0.00,0.00,0.00,0.71
3158,61.0,397.0,Fraser,3.0,17.0,48.0,0.00,0.01,0.01,3.57
3159,0.0,397.0,Fraser,3.0,17.0,48.0,0.00,0.00,0.00,0.00
3160,0.0,397.0,Fraser,3.0,17.0,48.0,0.00,0.00,0.00,0.00
3161,0.0,397.0,Fraser,3.0,17.0,48.0,0.00,0.00,0.00,0.00
3175,86.0,398.0,Gordon,3.0,15.0,73.0,0.78,0.14,0.92,1.91
3176,30.0,398.0,Gordon,3.0,15.0,73.0,0.06,0.05,0.11,0.88
3177,80.0,398.0,Gordon,3.0,15.0,73.0,0.09,0.41,0.50,0.19
3178,90.0,398.0,Gordon,3.0,15.0,73.0,0.43,0.49,0.92,0.71
3192,90.0,399.0,Hall,2.0,15.0,47.0,0.03,0.05,0.08,1.99
3193,82.0,399.0,Hall,2.0,15.0,47.0,0.00,0.03,0.03,0.57
3194,90.0,399.0,Hall,2.0,15.0,47.0,0.14,0.64,0.78,0.19
3195,90.0,399.0,Hall,2.0,15.0,47.0,0.00,0.04,0.04,0.71
3209,0.0,400.0,Hayden,3.0,15.0,44.0,0.00,0.00,0.00,0.00
3210,0.0,400.0,Hayden,3.0,15.0,44.0,0.00,0.00,0.00,0.00
3211,0.0,400.0,Hayden,3.0,15.0,44.0,0.00,0.00,0.00,0.00
3212,0.0,400.0,Hayden,3.0,15.0,44.0,0.00,0.00,0.00,0.00
3226,90.0,401.0,Isak,4.0,15.0,91.0,0.12,0.36,0.48,1.99
3227,90.0,401.0,Isak,4.0,15.0,91.0,0.49,0.53,1.02,1.23
3228,72.0,401.0,Isak,4.0,15.0,91.0,1.42,0.22,1.64,0.19
3229,72.0,401.0,Isak,4.0,15.0,91.0,1.53,0.20,1.73,0.63
3243,73.0,402.0,J.Murphy,3.0,15.0,50.0,0.45,0.10,0.55,1.35
3244,59.0,402.0,J.Murphy,3.0,15.0,50.0,0.31,0.33,0.64,0.35
3245,63.0,402.0,J.Murphy,3.0,15.0,50.0,0.59,0.10,0.69,0.19
3246,63.0,402.0,J.Murphy,3.0,15.0,50.0,0.06,0.33,0.39,0.54
3260,87.0,403.0,Joelinton,3.0,15.0,60.0,0.14,0.12,0.26,1.91
3261,59.0,403.0,Joelinton,3.0,15.0,60.0,0.00,0.01,0.01,0.35
3262,90.0,403.0,Joelinton,3.0,15.0,60.0,0.19,0.21,0.40,0.19
3263,0.0,403.0,Joelinton,3.0,15.0,60.0,0.00,0.00,0.00,0.00
3277,0.0,404.0,Kelly,2.0,15.0,42.0,0.00,0.00,0.00,0.00
3278,0.0,404.0,Kelly,2.0,15.0,42.0,0.00,0.00,0.00,0.00
3279,0.0,404.0,Kelly,2.0,15.0,42.0,0.00,0.00,0.00,0.00
3280,0.0,404.0,Kelly,2.0,15.0,42.0,0.00,0.00,0.00,0.00
3294,0.0,405.0,Krafth,2.0,15.0,43.0,0.00,0.00,0.00,0.00
3295,0.0,405.0,Krafth,2.0,15.0,43.0,0.00,0.00,0.00,0.00
3296,0.0,405.0,Krafth,2.0,15.0,43.0,0.00,0.00,0.00,0.00
3297,0.0,405.0,Krafth,2.0,15.0,43.0,0.00,0.00,0.00,0.00
3311,0.0,406.0,Kuol,3.0,15.0,44.0,0.00,0.00,0.00,0.00
3312,0.0,406.0,Kuol,3.0,15.0,44.0,0.00,0.00,0.00,0.00
3313,0.0,406.0,Kuol,3.0,15.0,44.0,0.00,0.00,0.00,0.00
3314,0.0,406.0,Kuol,3.0,15.0,44.0,0.00,0.00,0.00,0.00
3328,0.0,407.0,Lascelles,2.0,15.0,45.0,0.00,0.00,0.00,0.00
3329,0.0,407.0,Lascelles,2.0,15.0,45.0,0.00,0.00,0.00,0.00
3330,0.0,407.0,Lascelles,2.0,15.0,45.0,0.00,0.00,0.00,0.00
3331,0.0,407.0,Lascelles,2.0,15.0,45.0,0.00,0.00,0.00,0.00
3345,0.0,408.0,Lewis,2.0,15.0,40.0,0.00,0.00,0.00,0.00
3346,0.0,408.0,Lewis,2.0,15.0,40.0,0.00,0.00,0.00,0.00
3347,0.0,408.0,Lewis,2.0,15.0,40.0,0.00,0.00,0.00,0.00
3348,0.0,408.0,Lewis,2.0,15.0,40.0,0.00,0.00,0.00,0.00
3362,90.0,409.0,Livramento,2.0,15.0,45.0,0.00,0.00,0.00,1.99
3363,90.0,409.0,Livramento,2.0,15.0,45.0,0.00,0.06,0.06,1.23
3364,63.0,409.0,Livramento,2.0,15.0,45.0,0.04,0.10,0.14,0.19
3365,63.0,409.0,Livramento,2.0,15.0,45.0,0.00,0.01,0.01,0.54
3379,3.0,410.0,Longstaff,3.0,15.0,47.0,0.00,0.00,0.00,0.08
3380,72.0,410.0,Longstaff,3.0,15.0,47.0,0.07,0.02,0.09,0.57
3381,26.0,410.0,Longstaff,3.0,15.0,47.0,0.00,0.01,0.01,0.00
3382,26.0,410.0,Longstaff,3.0,15.0,47.0,0.00,0.00,0.00,0.17
3396,0.0,411.0,Miley,3.0,15.0,50.0,0.00,0.00,0.00,0.00
3397,0.0,411.0,Miley,3.0,15.0,50.0,0.00,0.00,0.00,0.00
3398,0.0,411.0,Miley,3.0,15.0,50.0,0.00,0.00,0.00,0.00
3399,10.0,411.0,Miley,3.0,15.0,50.0,0.00,0.01,0.01,0.04
3413,0.0,412.0,Odysseas,1.0,15.0,43.0,0.00,0.00,0.00,0.00
3414,0.0,412.0,Odysseas,1.0,15.0,43.0,0.00,0.00,0.00,0.00
3415,0.0,412.0,Odysseas,1.0,15.0,43.0,0.00,0.00,0.00,0.00
3416,0.0,412.0,Odysseas,1.0,15.0,43.0,0.00,0.00,0.00,0.00
3430,90.0,413.0,Pope,1.0,15.0,49.0,0.00,0.00,0.00,1.99
3431,90.0,413.0,Pope,1.0,15.0,49.0,0.00,0.00,0.00,1.23
3432,0.0,413.0,Pope,1.0,15.0,49.0,0.00,0.00,0.00,0.00
3433,0.0,413.0,Pope,1.0,15.0,49.0,0.00,0.00,0.00,0.00
3447,0.0,414.0,Ruddy,1.0,15.0,40.0,0.00,0.00,0.00,0.00
3448,0.0,414.0,Ruddy,1.0,15.0,40.0,0.00,0.00,0.00,0.00
3449,0.0,414.0,Ruddy,1.0,15.0,40.0,0.00,0.00,0.00,0.00
3450,0.0,414.0,Ruddy,1.0,15.0,40.0,0.00,0.00,0.00,0.00
3464,90.0,415.0,Schär,2.0,15.0,54.0,0.30,0.01,0.31,1.99
3465,90.0,415.0,Schär,2.0,15.0,54.0,0.00,0.01,0.01,1.23
3466,90.0,415.0,Schär,2.0,15.0,54.0,0.00,0.01,0.01,0.19
3467,90.0,415.0,Schär,2.0,15.0,54.0,0.00,0.01,0.01,0.71
3481,0.0,416.0,Targett,2.0,15.0,40.0,0.00,0.00,0.00,0.00
3482,0.0,416.0,Targett,2.0,15.0,40.0,0.00,0.00,0.00,0.00
3483,0.0,416.0,Targett,2.0,15.0,40.0,0.00,0.00,0.00,0.00
3484,0.0,416.0,Targett,2.0,15.0,40.0,0.00,0.00,0.00,0.00
3498,86.0,417.0,Tonali,3.0,15.0,55.0,0.09,0.01,0.10,1.91
3499,30.0,417.0,Tonali,3.0,15.0,55.0,0.17,0.01,0.18,0.88
3500,90.0,417.0,Tonali,3.0,15.0,55.0,0.21,0.04,0.25,0.19
3501,90.0,417.0,Tonali,3.0,15.0,55.0,0.02,0.01,0.03,0.71
3515,0.0,418.0,Trippier,2.0,15.0,56.0,0.00,0.00,0.00,0.00
3516,7.0,418.0,Trippier,2.0,15.0,56.0,0.00,0.00,0.00,0.66
3517,26.0,418.0,Trippier,2.0,15.0,56.0,0.00,0.02,0.02,0.00
3518,26.0,418.0,Trippier,2.0,15.0,56.0,0.00,0.15,0.15,0.17
3532,0.0,419.0,White,3.0,15.0,45.0,0.00,0.00,0.00,0.00
3533,0.0,419.0,White,3.0,15.0,45.0,0.00,0.00,0.00,0.00
3534,0.0,419.0,White,3.0,15.0,45.0,0.00,0.00,0.00,0.00
3535,0.0,419.0,White,3.0,15.0,45.0,0.00,0.00,0.00,0.00
3549,2.0,420.0,Willock,3.0,15.0,48.0,0.00,0.00,0.00,0.08
3550,0.0,420.0,Willock,3.0,15.0,48.0,0.00,0.00,0.00,0.00
3551,9.0,420.0,Willock,3.0,15.0,48.0,0.00,0.00,0.00,0.00
3552,63.0,420.0,Willock,3.0,15.0,48.0,0.18,0.09,0.27,0.54
3566,3.0,421.0,Wilson,4.0,15.0,69.0,0.00,0.00,0.00,0.08
3567,17.0,421.0,Wilson,4.0,15.0,69.0,0.00,0.00,0.00,0.66
3568,0.0,421.0,Wilson,4.0,15.0,69.0,0.00,0.00,0.00,0.00
3569,0.0,421.0,Wilson,4.0,15.0,69.0,0.00,0.00,0.00,0.00
3583,0.0,450.0,Alcaraz,3.0,17.0,49.0,0.00,0.00,0.00,0.00
3584,0.0,450.0,Alcaraz,3.0,17.0,49.0,0.00,0.00,0.00,0.00
3585,0.0,450.0,Alcaraz,3.0,17.0,49.0,0.00,0.00,0.00,0.00
3586,0.0,450.0,Alcaraz,3.0,17.0,49.0,0.00,0.00,0.00,0.00
3600,0.0,451.0,Amo-Ameyaw,3.0,17.0,44.0,0.00,0.00,0.00,0.00
3601,17.0,451.0,Amo-Ameyaw,3.0,17.0,44.0,0.00,0.00,0.00,1.11
3602,0.0,451.0,Amo-Ameyaw,3.0,17.0,44.0,0.00,0.00,0.00,0.00
3603,0.0,451.0,Amo-Ameyaw,3.0,17.0,44.0,0.00,0.00,0.00,0.00
3617,90.0,452.0,Aribo,3.0,17.0,49.0,0.93,0.30,1.23,5.43
3618,45.0,452.0,Aribo,3.0,17.0,49.0,0.00,0.02,0.02,1.30
3619,90.0,452.0,Aribo,3.0,17.0,49.0,0.00,0.10,0.10,2.44
3620,56.0,452.0,Aribo,3.0,17.0,49.0,0.00,0.00,0.00,0.36
3634,61.0,453.0,Armstrong,4.0,17.0,51.0,0.00,0.00,0.00,3.57
3635,90.0,453.0,Armstrong,4.0,17.0,51.0,0.00,0.03,0.03,2.29
3636,81.0,453.0,Armstrong,4.0,17.0,51.0,0.54,0.00,0.54,1.99
3637,90.0,453.0,Armstrong,4.0,17.0,51.0,0.15,0.00,0.15,1.04
3651,0.0,454.0,Bazunu,1.0,17.0,43.0,0.00,0.00,0.00,0.00
3652,0.0,454.0,Bazunu,1.0,17.0,43.0,0.00,0.00,0.00,0.00
3653,0.0,454.0,Bazunu,1.0,17.0,43.0,0.00,0.00,0.00,0.00
3654,0.0,454.0,Bazunu,1.0,17.0,43.0,0.00,0.00,0.00,0.00
3668,0.0,455.0,Bednarek,2.0,17.0,40.0,0.00,0.00,0.00,0.00
3669,0.0,455.0,Bednarek,2.0,17.0,40.0,0.00,0.00,0.00,0.00
3670,90.0,455.0,Bednarek,2.0,17.0,40.0,0.00,0.00,0.00,2.44
3671,90.0,455.0,Bednarek,2.0,17.0,40.0,0.00,0.00,0.00,1.04
3685,0.0,456.0,Bella-Kotchap,2.0,17.0,39.0,0.00,0.00,0.00,0.00
3686,0.0,456.0,Bella-Kotchap,2.0,17.0,39.0,0.00,0.00,0.00,0.00
3687,0.0,456.0,Bella-Kotchap,2.0,17.0,39.0,0.00,0.00,0.00,0.00
3688,0.0,456.0,Bella-Kotchap,2.0,17.0,39.0,0.00,0.00,0.00,0.00
3702,77.0,457.0,Bree,2.0,17.0,39.0,0.00,0.10,0.10,5.11
3703,45.0,457.0,Bree,2.0,17.0,39.0,0.00,0.01,0.01,0.99
3704,0.0,457.0,Bree,2.0,17.0,39.0,0.00,0.00,0.00,0.00
3705,10.0,457.0,Bree,2.0,17.0,39.0,0.00,0.00,0.00,0.16
3719,0.0,458.0,Charles,3.0,17.0,45.0,0.00,0.00,0.00,0.00
3720,0.0,458.0,Charles,3.0,17.0,45.0,0.00,0.00,0.00,0.00
3721,0.0,458.0,Charles,3.0,17.0,45.0,0.00,0.00,0.00,0.00
3722,0.0,458.0,Charles,3.0,17.0,45.0,0.00,0.00,0.00,0.00
3736,0.0,459.0,Edozie,3.0,17.0,49.0,0.00,0.00,0.00,0.00
3737,0.0,459.0,Edozie,3.0,17.0,49.0,0.00,0.00,0.00,0.00
3738,0.0,459.0,Edozie,3.0,17.0,49.0,0.00,0.00,0.00,0.00
3739,0.0,459.0,Edozie,3.0,17.0,49.0,0.00,0.00,0.00,0.00
3753,12.0,460.0,Edwards,2.0,17.0,39.0,0.00,0.00,0.00,0.32
3754,0.0,460.0,Edwards,2.0,17.0,39.0,0.00,0.00,0.00,0.00
3755,0.0,460.0,Edwards,2.0,17.0,39.0,0.00,0.00,0.00,0.00
3756,0.0,460.0,Edwards,2.0,17.0,39.0,0.00,0.00,0.00,0.00
3770,0.0,461.0,Harwood-Bellis,2.0,17.0,41.0,0.00,0.00,0.00,0.00
3771,90.0,461.0,Harwood-Bellis,2.0,17.0,41.0,0.00,0.02,0.02,2.29
3772,90.0,461.0,Harwood-Bellis,2.0,17.0,41.0,0.01,0.01,0.02,2.44
3773,90.0,461.0,Harwood-Bellis,2.0,17.0,41.0,0.00,0.00,0.00,1.04
3787,28.0,462.0,Kamaldeen,3.0,17.0,50.0,0.00,0.01,0.01,1.86
3788,1.0,462.0,Kamaldeen,3.0,17.0,50.0,0.00,0.00,0.00,0.26
3789,14.0,462.0,Kamaldeen,3.0,17.0,50.0,0.00,0.00,0.00,1.23
3790,0.0,462.0,Kamaldeen,3.0,17.0,50.0,0.00,0.00,0.00,0.00
3804,0.0,463.0,Lallana,3.0,17.0,50.0,0.00,0.00,0.00,0.00
3805,0.0,463.0,Lallana,3.0,17.0,50.0,0.00,0.00,0.00,0.00
3806,0.0,463.0,Lallana,3.0,17.0,50.0,0.00,0.00,0.00,0.00
3807,0.0,463.0,Lallana,3.0,17.0,50.0,0.00,0.00,0.00,0.00
3821,0.0,464.0,Larios,2.0,17.0,40.0,0.00,0.00,0.00,0.00
3822,0.0,464.0,Larios,2.0,17.0,40.0,0.00,0.00,0.00,0.00
3823,0.0,464.0,Larios,2.0,17.0,40.0,0.00,0.00,0.00,0.00
3824,0.0,464.0,Larios,2.0,17.0,40.0,0.00,0.00,0.00,0.00
3838,0.0,465.0,Lis,1.0,17.0,40.0,0.00,0.00,0.00,0.00
3839,0.0,465.0,Lis,1.0,17.0,40.0,0.00,0.00,0.00,0.00
3840,0.0,465.0,Lis,1.0,17.0,40.0,0.00,0.00,0.00,0.00
3841,0.0,465.0,Lis,1.0,17.0,40.0,0.00,0.00,0.00,0.00
3855,90.0,466.0,Lumley,1.0,17.0,40.0,0.00,0.00,0.00,5.43
3856,90.0,466.0,Lumley,1.0,17.0,40.0,0.00,0.00,0.00,2.29
3857,0.0,466.0,Lumley,1.0,17.0,40.0,0.00,0.00,0.00,0.00
3858,0.0,466.0,Lumley,1.0,17.0,40.0,0.00,0.00,0.00,0.00
3872,90.0,467.0,Manning,2.0,17.0,43.0,0.00,0.01,0.01,5.43
3873,90.0,467.0,Manning,2.0,17.0,43.0,0.07,0.02,0.09,2.02
3874,61.0,467.0,Manning,2.0,17.0,43.0,0.00,0.67,0.67,1.99
3875,0.0,467.0,Manning,2.0,17.0,43.0,0.00,0.00,0.00,0.00
3889,0.0,468.0,Mara,4.0,17.0,50.0,0.00,0.00,0.00,0.00
3890,0.0,468.0,Mara,4.0,17.0,50.0,0.00,0.00,0.00,0.00
3891,0.0,468.0,Mara,4.0,17.0,50.0,0.00,0.00,0.00,0.00
3892,0.0,468.0,Mara,4.0,17.0,50.0,0.00,0.00,0.00,0.00
3906,0.0,469.0,McCarthy,1.0,17.0,43.0,0.00,0.00,0.00,0.00
3907,0.0,469.0,McCarthy,1.0,17.0,43.0,0.00,0.00,0.00,0.00
3908,90.0,469.0,McCarthy,1.0,17.0,43.0,0.00,0.00,0.00,2.44
3909,0.0,469.0,McCarthy,1.0,17.0,43.0,0.00,0.00,0.00,0.00
3923,0.0,470.0,Onuachu,4.0,17.0,49.0,0.00,0.00,0.00,0.00
3924,0.0,470.0,Onuachu,4.0,17.0,49.0,0.00,0.00,0.00,0.00
3925,0.0,470.0,Onuachu,4.0,17.0,49.0,0.00,0.00,0.00,0.00
3926,1.0,470.0,Onuachu,4.0,17.0,49.0,0.00,0.00,0.00,0.00
3940,0.0,471.0,Smallbone,3.0,17.0,50.0,0.00,0.00,0.00,0.00
3941,0.0,471.0,Smallbone,3.0,17.0,50.0,0.00,0.00,0.00,0.00
3942,0.0,471.0,Smallbone,3.0,17.0,50.0,0.00,0.00,0.00,0.00
3943,0.0,471.0,Smallbone,3.0,17.0,50.0,0.00,0.00,0.00,0.00
3957,38.0,472.0,Stephens,2.0,17.0,40.0,0.00,0.00,0.00,2.26
3958,0.0,472.0,Stephens,2.0,17.0,40.0,0.00,0.00,0.00,0.00
3959,0.0,472.0,Stephens,2.0,17.0,40.0,0.00,0.00,0.00,0.00
3960,0.0,472.0,Stephens,2.0,17.0,40.0,0.00,0.00,0.00,0.00
3974,0.0,473.0,Stewart,4.0,17.0,44.0,0.00,0.00,0.00,0.00
3975,0.0,473.0,Stewart,4.0,17.0,44.0,0.00,0.00,0.00,0.00
3976,0.0,473.0,Stewart,4.0,17.0,44.0,0.00,0.00,0.00,0.00
3977,0.0,473.0,Stewart,4.0,17.0,44.0,0.00,0.00,0.00,0.00
3991,18.0,474.0,Sugawara,2.0,17.0,43.0,0.00,0.00,0.00,1.46
3992,0.0,474.0,Sugawara,2.0,17.0,43.0,0.00,0.00,0.00,0.00
3993,28.0,474.0,Sugawara,2.0,17.0,43.0,0.01,0.01,0.02,0.44
3994,79.0,474.0,Sugawara,2.0,17.0,43.0,0.03,0.03,0.06,0.88
4008,11.0,475.0,Taylor,2.0,17.0,39.0,0.00,0.00,0.00,0.32
