,event,playerid,web_name,element_type,team,now_cost,expected_goals.gw,expected_assists.gw,expected_goal_involvements.gw,expected_goals_conceded.gw,XGI_Weighted,XGC_Weighted,AttackOpp_pergame,DefenceOpp_pergame
756,31.0,257.0,Tete,2.0,9.0,45.0,0.06,0.02588235294117647,0.08588235294117647,0.9864705882352941,0.8266669419453656,1.9589323501599998,0.1682377194843294,0.8154826244955166
757,27.0,257.0,Tete,2.0,9.0,45.0,0.06,0.02588235294117647,0.08588235294117647,0.9864705882352941,0.32367788494185806,1.64266044076,0.14107554373585882,0.31929871355735057
758,33.0,257.0,Tete,2.0,9.0,45.0,0.06,0.02588235294117647,0.08588235294117647,0.9864705882352941,0.9223346090599682,2.4234503627,0.20813161938482352,0.9098559643491568
759,25.0,257.0,Tete,2.0,9.0,45.0,0.06,0.02588235294117647,0.08588235294117647,0.9864705882352941,0.38042269822468006,2.11041091405,0.18124705497135293,0.3752758028957579
760,24.0,257.0,Tete,2.0,9.0,45.0,0.06,0.02588235294117647,0.08588235294117647,0.9864705882352941,0.7766434757614936,1.54409883446,0.13261084107715293,0.766135946383544
761,36.0,258.0,Vinicius,4.0,9.0,50.0,0.003529411764705882,0.0,0.003529411764705882,0.0,0.12447391851733418,1.4551910592266666,0.005135968444329411,0.0
762,28.0,258.0,Vinicius,4.0,9.0,50.0,0.003529411764705882,0.0,0.003529411764705882,0.0,0.41673048707050014,2.01927785215,0.007126863007588235,0.0
763,30.0,258.0,Vinicius,4.0,9.0,50.0,0.003529411764705882,0.0,0.003529411764705882,0.0,0.7954176618898406,0.6446837701899999,0.002275354483023529,0.0
764,22.0,258.0,Vinicius,4.0,9.0,50.0,0.003529411764705882,0.0,0.003529411764705882,0.0,0.2729411764705883,4.03325,0.014234999999999998,0.0
765,26.0,258.0,Vinicius,4.0,9.0,50.0,0.003529411764705882,0.0,0.003529411764705882,0.0,0.40172110633422187,2.4442081447,0.008626616981294117,0.0
766,29.0,258.0,Vinicius,4.0,9.0,50.0,0.003529411764705882,0.0,0.003529411764705882,0.0,0.5876728380571572,3.66510047856,0.012935648747858823,0.0
767,21.0,258.0,Vinicius,4.0,9.0,50.0,0.003529411764705882,0.0,0.003529411764705882,0.0,0.5973581766177805,2.2907110902,0.008084862671294116,0.0
768,35.0,258.0,Vinicius,4.0,9.0,50.0,0.003529411764705882,0.0,0.003529411764705882,0.0,0.5400973366349124,1.5660417903,0.005527206318705882,0.0
769,20.0,258.0,Vinicius,4.0,9.0,50.0,0.003529411764705882,0.0,0.003529411764705882,0.0,0.29215686274509806,3.621,0.01278,0.0
770,23.0,258.0,Vinicius,4.0,9.0,50.0,0.003529411764705882,0.0,0.003529411764705882,0.0,0.4674879949679536,1.84490299063,0.006511422319870588,0.0
771,37.0,258.0,Vinicius,4.0,9.0,50.0,0.003529411764705882,0.0,0.003529411764705882,0.0,0.3478888552463483,2.82634329472,0.009975329275482352,0.0
772,32.0,258.0,Vinicius,4.0,9.0,50.0,0.003529411764705882,0.0,0.003529411764705882,0.0,0.5897893416787048,2.693158923575,0.009505266789088234,0.0
773,19.0,258.0,Vinicius,4.0,9.0,50.0,0.003529411764705882,0.0,0.003529411764705882,0.0,0.5897893416787048,2.693158923575,0.009505266789088234,0.0
774,38.0,258.0,Vinicius,4.0,9.0,50.0,0.003529411764705882,0.0,0.003529411764705882,0.0,0.6379983648101909,1.8118273038000001,0.006394684601647059,0.0
775,34.0,258.0,Vinicius,4.0,9.0,50.0,0.003529411764705882,0.0,0.003529411764705882,0.0,0.24705882352941178,4.76,0.0168,0.0
776,31.0,258.0,Vinicius,4.0,9.0,50.0,0.003529411764705882,0.0,0.003529411764705882,0.0,0.8266669419453656,1.9589323501599998,0.006913878882917645,0.0
777,27.0,258.0,Vinicius,4.0,9.0,50.0,0.003529411764705882,0.0,0.003529411764705882,0.0,0.32367788494185806,1.64266044076,0.005797625085035294,0.0
778,33.0,258.0,Vinicius,4.0,9.0,50.0,0.003529411764705882,0.0,0.003529411764705882,0.0,0.9223346090599682,2.4234503627,0.008553354221294118,0.0
779,25.0,258.0,Vinicius,4.0,9.0,50.0,0.003529411764705882,0.0,0.003529411764705882,0.0,0.38042269822468006,2.11041091405,0.007448509108411764,0.0
780,24.0,258.0,Vinicius,4.0,9.0,50.0,0.003529411764705882,0.0,0.003529411764705882,0.0,0.7766434757614936,1.54409883446,0.005449760592211764,0.0
781,36.0,259.0,Wilson,3.0,9.0,52.0,0.10764705882352942,0.014705882352941176,0.1223529411764706,0.3723529411764706,0.12447391851733418,1.4551910592266666,0.17804690607008627,0.04634822965968973
782,28.0,259.0,Wilson,3.0,9.0,52.0,0.10764705882352942,0.014705882352941176,0.1223529411764706,0.3723529411764706,0.41673048707050014,2.01927785215,0.24706458426305886,0.1551708225386039
783,30.0,259.0,Wilson,3.0,9.0,52.0,0.10764705882352942,0.014705882352941176,0.1223529411764706,0.3723529411764706,0.7954176618898406,0.6446837701899999,0.07887895541148235,0.2961761058683936
784,22.0,259.0,Wilson,3.0,9.0,52.0,0.10764705882352942,0.014705882352941176,0.1223529411764706,0.3723529411764706,0.2729411764705883,4.03325,0.49348,0.10163044982698966
785,26.0,259.0,Wilson,3.0,9.0,52.0,0.10764705882352942,0.014705882352941176,0.1223529411764706,0.3723529411764706,0.40172110633422187,2.4442081447,0.29905605535152946,0.1495820354762132
786,29.0,259.0,Wilson,3.0,9.0,52.0,0.10764705882352942,0.014705882352941176,0.1223529411764706,0.3723529411764706,0.5876728380571572,3.66510047856,0.4484358232591059,0.2188217097001062
787,21.0,259.0,Wilson,3.0,9.0,52.0,0.10764705882352942,0.014705882352941176,0.1223529411764706,0.3723529411764706,0.5973581766177805,2.2907110902,0.2802752392715294,0.22242807399944414
788,35.0,259.0,Wilson,3.0,9.0,52.0,0.10764705882352942,0.014705882352941176,0.1223529411764706,0.3723529411764706,0.5400973366349124,1.5660417903,0.19160981904847058,0.20110683181758798
789,20.0,259.0,Wilson,3.0,9.0,52.0,0.10764705882352942,0.014705882352941176,0.1223529411764706,0.3723529411764706,0.29215686274509806,3.621,0.44304000000000004,0.1087854671280277
790,23.0,259.0,Wilson,3.0,9.0,52.0,0.10764705882352942,0.014705882352941176,0.1223529411764706,0.3723529411764706,0.4674879949679536,1.84490299063,0.2257293070888471,0.17407052989100863
791,37.0,259.0,Wilson,3.0,9.0,52.0,0.10764705882352942,0.014705882352941176,0.1223529411764706,0.3723529411764706,0.3478888552463483,2.82634329472,0.34581141488338824,0.12953743845349325
792,32.0,259.0,Wilson,3.0,9.0,52.0,0.10764705882352942,0.014705882352941176,0.1223529411764706,0.3723529411764706,0.5897893416787048,2.693158923575,0.32951591535505886,0.2196097960486001
793,19.0,259.0,Wilson,3.0,9.0,52.0,0.10764705882352942,0.014705882352941176,0.1223529411764706,0.3723529411764706,0.5897893416787048,2.693158923575,0.32951591535505886,0.2196097960486001
794,38.0,259.0,Wilson,3.0,9.0,52.0,0.10764705882352942,0.014705882352941176,0.1223529411764706,0.3723529411764706,0.6379983648101909,1.8118273038000001,0.22168239952376473,0.23756056760285343
795,34.0,259.0,Wilson,3.0,9.0,52.0,0.10764705882352942,0.014705882352941176,0.1223529411764706,0.3723529411764706,0.24705882352941178,4.76,0.5824,0.0919930795847751
796,31.0,259.0,Wilson,3.0,9.0,52.0,0.10764705882352942,0.014705882352941176,0.1223529411764706,0.3723529411764706,0.8266669419453656,1.9589323501599998,0.23968113460781176,0.30781186720671555
797,27.0,259.0,Wilson,3.0,9.0,52.0,0.10764705882352942,0.014705882352941176,0.1223529411764706,0.3723529411764706,0.32367788494185806,1.64266044076,0.20098433628122356,0.1205224124518801
798,33.0,259.0,Wilson,3.0,9.0,52.0,0.10764705882352942,0.014705882352941176,0.1223529411764706,0.3723529411764706,0.9223346090599682,2.4234503627,0.29651627967152944,0.34343400443232935
799,25.0,259.0,Wilson,3.0,9.0,52.0,0.10764705882352942,0.014705882352941176,0.1223529411764706,0.3723529411764706,0.38042269822468006,2.11041091405,0.2582149824249412,0.14165151057424852
800,24.0,259.0,Wilson,3.0,9.0,52.0,0.10764705882352942,0.014705882352941176,0.1223529411764706,0.3723529411764706,0.7766434757614936,1.54409883446,0.18892503386334117,0.2891854824453091
801,36.0,604.0,King,3.0,9.0,45.0,0.0,0.003529411764705882,0.003529411764705882,0.015882352941176472,0.12447391851733418,1.4551910592266666,0.005135968444329411,0.001976938705863543
802,28.0,604.0,King,3.0,9.0,45.0,0.0,0.003529411764705882,0.003529411764705882,0.015882352941176472,0.41673048707050014,2.01927785215,0.007126863007588235,0.006618660677002062
803,30.0,604.0,King,3.0,9.0,45.0,0.0,0.003529411764705882,0.003529411764705882,0.015882352941176472,0.7954176618898406,0.6446837701899999,0.002275354483023529,0.012633104041779824
804,22.0,604.0,King,3.0,9.0,45.0,0.0,0.003529411764705882,0.003529411764705882,0.015882352941176472,0.2729411764705883,4.03325,0.014234999999999998,0.004334948096885814
805,26.0,604.0,King,3.0,9.0,45.0,0.0,0.003529411764705882,0.003529411764705882,0.015882352941176472,0.40172110633422187,2.4442081447,0.008626616981294117,0.006380276394719995
806,29.0,604.0,King,3.0,9.0,45.0,0.0,0.003529411764705882,0.003529411764705882,0.015882352941176472,0.5876728380571572,3.66510047856,0.012935648747858823,0.009333627427966616
807,21.0,604.0,King,3.0,9.0,45.0,0.0,0.003529411764705882,0.003529411764705882,0.015882352941176472,0.5973581766177805,2.2907110902,0.008084862671294116,0.00948745339334122
808,35.0,604.0,King,3.0,9.0,45.0,0.0,0.003529411764705882,0.003529411764705882,0.015882352941176472,0.5400973366349124,1.5660417903,0.005527206318705882,0.00857801652302508
809,20.0,604.0,King,3.0,9.0,45.0,0.0,0.003529411764705882,0.003529411764705882,0.015882352941176472,0.29215686274509806,3.621,0.01278,0.004640138408304499
810,23.0,604.0,King,3.0,9.0,45.0,0.0,0.003529411764705882,0.003529411764705882,0.015882352941176472,0.4674879949679536,1.84490299063,0.006511422319870588,0.00742480933184397
811,37.0,604.0,King,3.0,9.0,45.0,0.0,0.003529411764705882,0.003529411764705882,0.015882352941176472,0.3478888552463483,2.82634329472,0.009975329275482352,0.005525293583324356
812,32.0,604.0,King,3.0,9.0,45.0,0.0,0.003529411764705882,0.003529411764705882,0.015882352941176472,0.5897893416787048,2.693158923575,0.009505266789088234,0.009367242485485313
813,19.0,604.0,King,3.0,9.0,45.0,0.0,0.003529411764705882,0.003529411764705882,0.015882352941176472,0.5897893416787048,2.693158923575,0.009505266789088234,0.009367242485485313
814,38.0,604.0,King,3.0,9.0,45.0,0.0,0.003529411764705882,0.003529411764705882,0.015882352941176472,0.6379983648101909,1.8118273038000001,0.006394684601647059,0.010132915205808916
815,34.0,604.0,King,3.0,9.0,45.0,0.0,0.003529411764705882,0.003529411764705882,0.015882352941176472,0.24705882352941178,4.76,0.0168,0.003923875432525952
816,31.0,604.0,King,3.0,9.0,45.0,0.0,0.003529411764705882,0.003529411764705882,0.015882352941176472,0.8266669419453656,1.9589323501599998,0.006913878882917645,0.013129416136779338
817,27.0,604.0,King,3.0,9.0,45.0,0.0,0.003529411764705882,0.003529411764705882,0.015882352941176472,0.32367788494185806,1.64266044076,0.005797625085035294,0.005140766407900099
818,33.0,604.0,King,3.0,9.0,45.0,0.0,0.003529411764705882,0.003529411764705882,0.015882352941176472,0.9223346090599682,2.4234503627,0.008553354221294118,0.014648843790952439
819,25.0,604.0,King,3.0,9.0,45.0,0.0,0.003529411764705882,0.003529411764705882,0.015882352941176472,0.38042269822468006,2.11041091405,0.007448509108411764,0.006042007560039037
820,24.0,604.0,King,3.0,9.0,45.0,0.0,0.003529411764705882,0.003529411764705882,0.015882352941176472,0.7766434757614936,1.54409883446,0.005449760592211764,0.012334925791506076
821,36.0,605.0,Godo,3.0,9.0,45.0,0.0,0.0,0.0,0.0029411764705882353,0.12447391851733418,1.4551910592266666,0.0,0.0003660997603451005
822,28.0,605.0,Godo,3.0,9.0,45.0,0.0,0.0,0.0,0.0029411764705882353,0.41673048707050014,2.01927785215,0.0,0.0012256779031485298
823,30.0,605.0,Godo,3.0,9.0,45.0,0.0,0.0,0.0,0.0029411764705882353,0.7954176618898406,0.6446837701899999,0.0,0.002339463711440708
824,22.0,605.0,Godo,3.0,9.0,45.0,0.0,0.0,0.0,0.0029411764705882353,0.2729411764705883,4.03325,0.0,0.0008027681660899656
825,26.0,605.0,Godo,3.0,9.0,45.0,0.0,0.0,0.0,0.0029411764705882353,0.40172110633422187,2.4442081447,0.0,0.0011815326656888878
826,29.0,605.0,Godo,3.0,9.0,45.0,0.0,0.0,0.0,0.0029411764705882353,0.5876728380571572,3.66510047856,0.0,0.001728449523697521
827,21.0,605.0,Godo,3.0,9.0,45.0,0.0,0.0,0.0,0.0029411764705882353,0.5973581766177805,2.2907110902,0.0,0.0017569358135817073
828,35.0,605.0,Godo,3.0,9.0,45.0,0.0,0.0,0.0,0.0029411764705882353,0.5400973366349124,1.5660417903,0.0,0.0015885215783379778
829,20.0,605.0,Godo,3.0,9.0,45.0,0.0,0.0,0.0,0.0029411764705882353,0.29215686274509806,3.621,0.0,0.000859284890426759
830,23.0,605.0,Godo,3.0,9.0,45.0,0.0,0.0,0.0,0.0029411764705882353,0.4674879949679536,1.84490299063,0.0,0.0013749646910822166
831,37.0,605.0,Godo,3.0,9.0,45.0,0.0,0.0,0.0,0.0029411764705882353,0.3478888552463483,2.82634329472,0.0,0.0010232025154304361
832,32.0,605.0,Godo,3.0,9.0,45.0,0.0,0.0,0.0,0.0029411764705882353,0.5897893416787048,2.693158923575,0.0,0.0017346745343491316
833,19.0,605.0,Godo,3.0,9.0,45.0,0.0,0.0,0.0,0.0029411764705882353,0.5897893416787048,2.693158923575,0.0,0.0017346745343491316
834,38.0,605.0,Godo,3.0,9.0,45.0,0.0,0.0,0.0,0.0029411764705882353,0.6379983648101909,1.8118273038000001,0.0,0.0018764657788535026
835,34.0,605.0,Godo,3.0,9.0,45.0,0.0,0.0,0.0,0.0029411764705882353,0.24705882352941178,4.76,0.0,0.0007266435986159169
836,31.0,605.0,Godo,3.0,9.0,45.0,0.0,0.0,0.0,0.0029411764705882353,0.8266669419453656,1.9589323501599998,0.0,0.00243137335866284
837,27.0,605.0,Godo,3.0,9.0,45.0,0.0,0.0,0.0,0.0029411764705882353,0.32367788494185806,1.64266044076,0.0,0.000951993779240759
838,33.0,605.0,Godo,3.0,9.0,45.0,0.0,0.0,0.0,0.0029411764705882353,0.9223346090599682,2.4234503627,0.0,0.0027127488501763773
839,25.0,605.0,Godo,3.0,9.0,45.0,0.0,0.0,0.0,0.0029411764705882353,0.38042269822468006,2.11041091405,0.0,0.0011188902888961177
840,24.0,605.0,Godo,3.0,9.0,45.0,0.0,0.0,0.0,0.0029411764705882353,0.7766434757614936,1.54409883446,0.0,0.0022842455169455695
841,36.0,622.0,Berge,3.0,9.0,50.0,0.005,0.018125,0.023125,0.885,0.12447391851733418,1.4551910592266666,0.033651293244616666,0.11015941788784075
842,28.0,622.0,Berge,3.0,9.0,50.0,0.005,0.018125,0.023125,0.885,0.41673048707050014,2.01927785215,0.046695800330968755,0.3688064810573926
843,30.0,622.0,Berge,3.0,9.0,50.0,0.005,0.018125,0.023125,0.885,0.7954176618898406,0.6446837701899999,0.014908312185643747,0.703944630772509
844,22.0,622.0,Berge,3.0,9.0,50.0,0.005,0.018125,0.023125,0.885,0.2729411764705883,4.03325,0.09326890624999999,0.24155294117647064
845,26.0,622.0,Berge,3.0,9.0,50.0,0.005,0.018125,0.023125,0.885,0.40172110633422187,2.4442081447,0.0565223133461875,0.35552317910578635
846,29.0,622.0,Berge,3.0,9.0,50.0,0.005,0.018125,0.023125,0.885,0.5876728380571572,3.66510047856,0.08475544856669999,0.5200904616805841
847,21.0,622.0,Berge,3.0,9.0,50.0,0.005,0.018125,0.023125,0.885,0.5973581766177805,2.2907110902,0.052972693960875,0.5286619863067357
848,35.0,622.0,Berge,3.0,9.0,50.0,0.005,0.018125,0.023125,0.885,0.5400973366349124,1.5660417903,0.0362147164006875,0.4779861429218975
849,20.0,622.0,Berge,3.0,9.0,50.0,0.005,0.018125,0.023125,0.885,0.29215686274509806,3.621,0.083735625,0.2585588235294118
850,23.0,622.0,Berge,3.0,9.0,50.0,0.005,0.018125,0.023125,0.885,0.4674879949679536,1.84490299063,0.042663381658318754,0.41372687554663895
851,37.0,622.0,Berge,3.0,9.0,50.0,0.005,0.018125,0.023125,0.885,0.3478888552463483,2.82634329472,0.0653591886904,0.3078816368930183
852,32.0,622.0,Berge,3.0,9.0,50.0,0.005,0.018125,0.023125,0.885,0.5897893416787048,2.693158923575,0.062279300107671874,0.5219635673856537
853,19.0,622.0,Berge,3.0,9.0,50.0,0.005,0.018125,0.023125,0.885,0.5897893416787048,2.693158923575,0.062279300107671874,0.5219635673856537
854,38.0,622.0,Berge,3.0,9.0,50.0,0.005,0.018125,0.023125,0.885,0.6379983648101909,1.8118273038000001,0.041898506400375,0.564628552857019
855,34.0,622.0,Berge,3.0,9.0,50.0,0.005,0.018125,0.023125,0.885,0.24705882352941178,4.76,0.11007499999999999,0.21864705882352942
856,31.0,622.0,Berge,3.0,9.0,50.0,0.005,0.018125,0.023125,0.885,0.8266669419453656,1.9589323501599998,0.045300310597449996,0.7316002436216485
857,27.0,622.0,Berge,3.0,9.0,50.0,0.005,0.018125,0.023125,0.885,0.32367788494185806,1.64266044076,0.037986522692575,0.2864549281735444
858,33.0,622.0,Berge,3.0,9.0,50.0,0.005,0.018125,0.023125,0.885,0.9223346090599682,2.4234503627,0.0560422896374375,0.8162661290180719
859,25.0,622.0,Berge,3.0,9.0,50.0,0.005,0.018125,0.023125,0.885,0.38042269822468006,2.11041091405,0.04880325238740625,0.33667408792884185
860,24.0,622.0,Berge,3.0,9.0,50.0,0.005,0.018125,0.023125,0.885,0.7766434757614936,1.54409883446,0.0357072855468875,0.6873294760489218
861,25.0,11.0,Nketiah,4.0,7.0,59.0,0.08764705882352941,0.027058823529411767,0.11470588235294117,0.4870588235294117,0.12447391851733418,1.4551910592266666,0.16691897444070586,0.06062612031314864
862,31.0,11.0,Nketiah,4.0,7.0,59.0,0.08764705882352941,0.027058823529411767,0.11470588235294117,0.4870588235294117,0.41673048707050014,2.01927785215,0.23162304774661766,0.20297226076139652
863,34.0,11.0,Nketiah,4.0,7.0,59.0,0.08764705882352941,0.027058823529411767,0.11470588235294117,0.4870588235294117,0.7954176618898406,0.6446837701899999,0.07394902069826469,0.3874151906145812
864,21.0,11.0,Nketiah,4.0,7.0,59.0,0.08764705882352941,0.027058823529411767,0.11470588235294117,0.4870588235294117,0.2729411764705883,4.03325,0.4626375,0.1329384083044983
865,26.0,11.0,Nketiah,4.0,7.0,59.0,0.08764705882352941,0.027058823529411767,0.11470588235294117,0.4870588235294117,0.2351459292316733,2.22091873632,0.2547524432837647,0.1145298996493091
866,36.0,11.0,Nketiah,4.0,7.0,59.0,0.08764705882352941,0.027058823529411767,0.11470588235294117,0.4870588235294117,0.5876728380571572,3.66510047856,0.4204085843054117,0.2862312411243095
867,22.0,11.0,Nketiah,4.0,7.0,59.0,0.08764705882352941,0.027058823529411767,0.11470588235294117,0.4870588235294117,0.5973581766177805,2.2907110902,0.2627580368170588,0.29094857072913066
868,27.0,11.0,Nketiah,4.0,7.0,59.0,0.08764705882352941,0.027058823529411767,0.11470588235294117,0.4870588235294117,0.5400973366349124,1.5660417903,0.17963420535794117,0.2630591733727691
869,28.0,11.0,Nketiah,4.0,7.0,59.0,0.08764705882352941,0.027058823529411767,0.11470588235294117,0.4870588235294117,0.29215686274509806,3.621,0.41535,0.14229757785467126
870,24.0,11.0,Nketiah,4.0,7.0,59.0,0.08764705882352941,0.027058823529411767,0.11470588235294117,0.4870588235294117,0.4674879949679536,1.84490299063,0.21162122539579412,0.22769415284321504
871,23.0,11.0,Nketiah,4.0,7.0,59.0,0.08764705882352941,0.027058823529411767,0.11470588235294117,0.4870588235294117,0.3478888552463483,2.82634329472,0.32419820145317646,0.16944233655528024
872,33.0,11.0,Nketiah,4.0,7.0,59.0,0.08764705882352941,0.027058823529411767,0.11470588235294117,0.4870588235294117,0.5897893416787048,2.693158923575,0.3089211706453676,0.2872621028882162
873,32.0,11.0,Nketiah,4.0,7.0,59.0,0.08764705882352941,0.027058823529411767,0.11470588235294117,0.4870588235294117,0.6379983648101909,1.8118273038000001,0.2078272495535294,0.31074273297814
874,30.0,11.0,Nketiah,4.0,7.0,59.0,0.08764705882352941,0.027058823529411767,0.11470588235294117,0.4870588235294117,0.24705882352941178,4.76,0.5459999999999999,0.12033217993079584
875,19.0,11.0,Nketiah,4.0,7.0,59.0,0.08764705882352941,0.027058823529411767,0.11470588235294117,0.4870588235294117,0.24705882352941178,4.76,0.5459999999999999,0.12033217993079584
876,38.0,11.0,Nketiah,4.0,7.0,59.0,0.08764705882352941,0.027058823529411767,0.11470588235294117,0.4870588235294117,0.8266669419453656,1.9589323501599998,0.22470106369482348,0.40263542819456627
877,37.0,11.0,Nketiah,4.0,7.0,59.0,0.08764705882352941,0.027058823529411767,0.11470588235294117,0.4870588235294117,0.32367788494185806,1.64266044076,0.18842281526364707,0.15765016984226968
878,20.0,11.0,Nketiah,4.0,7.0,59.0,0.08764705882352941,0.027058823529411767,0.11470588235294117,0.4870588235294117,0.9223346090599682,2.4234503627,0.2779840121920588,0.449231209589208
879,35.0,11.0,Nketiah,4.0,7.0,59.0,0.08764705882352941,0.027058823529411767,0.11470588235294117,0.4870588235294117,0.38042269822468006,2.11041091405,0.24207654602338236,0.18528823184119708
880,29.0,11.0,Nketiah,4.0,7.0,59.0,0.08764705882352941,0.027058823529411767,0.11470588235294117,0.4870588235294117,0.7766434757614936,1.54409883446,0.17711721924688234,0.37827105760618623
881,25.0,190.0,Ahamada,3.0,7.0,45.0,0.0,0.0,0.0,0.0,0.12447391851733418,1.4551910592266666,0.0,0.0
882,31.0,190.0,Ahamada,3.0,7.0,45.0,0.0,0.0,0.0,0.0,0.41673048707050014,2.01927785215,0.0,0.0
883,34.0,190.0,Ahamada,3.0,7.0,45.0,0.0,0.0,0.0,0.0,0.7954176618898406,0.6446837701899999,0.0,0.0
884,21.0,190.0,Ahamada,3.0,7.0,45.0,0.0,0.0,0.0,0.0,0.2729411764705883,4.03325,0.0,0.0
885,26.0,190.0,Ahamada,3.0,7.0,45.0,0.0,0.0,0.0,0.0,0.2351459292316733,2.22091873632,0.0,0.0
886,36.0,190.0,Ahamada,3.0,7.0,45.0,0.0,0.0,0.0,0.0,0.5876728380571572,3.66510047856,0.0,0.0
887,22.0,190.0,Ahamada,3.0,7.0,45.0,0.0,0.0,0.0,0.0,0.5973581766177805,2.2907110902,0.0,0.0
888,27.0,190.0,Ahamada,3.0,7.0,45.0,0.0,0.0,0.0,0.0,0.5400973366349124,1.5660417903,0.0,0.0
889,28.0,190.0,Ahamada,3.0,7.0,45.0,0.0,0.0,0.0,0.0,0.29215686274509806,3.621,0.0,0.0
890,24.0,190.0,Ahamada,3.0,7.0,45.0,0.0,0.0,0.0,0.0,0.4674879949679536,1.84490299063,0.0,0.0
891,23.0,190.0,Ahamada,3.0,7.0,45.0,0.0,0.0,0.0,0.0,0.3478888552463483,2.82634329472,0.0,0.0
892,33.0,190.0,Ahamada,3.0,7.0,45.0,0.0,0.0,0.0,0.0,0.5897893416787048,2.693158923575,0.0,0.0
893,32.0,190.0,Ahamada,3.0,7.0,45.0,0.0,0.0,0.0,0.0,0.6379983648101909,1.8118273038000001,0.0,0.0
894,30.0,190.0,Ahamada,3.0,7.0,45.0,0.0,0.0,0.0,0.0,0.24705882352941178,4.76,0.0,0.0
895,19.0,190.0,Ahamada,3.0,7.0,45.0,0.0,0.0,0.0,0.0,0.24705882352941178,4.76,0.0,0.0
896,38.0,190.0,Ahamada,3.0,7.0,45.0,0.0,0.0,0.0,0.0,0.8266669419453656,1.9589323501599998,0.0,0.0
897,37.0,190.0,Ahamada,3.0,7.0,45.0,0.0,0.0,0.0,0.0,0.32367788494185806,1.64266044076,0.0,0.0
898,20.0,190.0,Ahamada,3.0,7.0,45.0,0.0,0.0,0.0,0.0,0.9223346090599682,2.4234503627,0.0,0.0
899,35.0,190.0,Ahamada,3.0,7.0,45.0,0.0,0.0,0.0,0.0,0.38042269822468006,2.11041091405,0.0,0.0
900,29.0,190.0,Ahamada,3.0,7.0,45.0,0.0,0.0,0.0,0.0,0.7766434757614936,1.54409883446,0.0,0.0
901,25.0,193.0,C.Doucouré,3.0,7.0,49.0,0.02235294117647059,0.0023529411764705885,0.024705882352941175,0.3176470588235294,0.12447391851733418,1.4551910592266666,0.03595177911030588,0.03953877411727085
902,31.0,193.0,C.Doucouré,3.0,7.0,49.0,0.02235294117647059,0.0023529411764705885,0.024705882352941175,0.3176470588235294,0.41673048707050014,2.01927785215,0.04988804105311764,0.13237321354004122
903,34.0,193.0,C.Doucouré,3.0,7.0,49.0,0.02235294117647059,0.0023529411764705885,0.024705882352941175,0.3176470588235294,0.7954176618898406,0.6446837701899999,0.0159274813811647,0.25266208083559644
904,21.0,193.0,C.Doucouré,3.0,7.0,49.0,0.02235294117647059,0.0023529411764705885,0.024705882352941175,0.3176470588235294,0.2729411764705883,4.03325,0.09964499999999998,0.08669896193771628
905,26.0,193.0,C.Doucouré,3.0,7.0,49.0,0.02235294117647059,0.0023529411764705885,0.024705882352941175,0.3176470588235294,0.2351459292316733,2.22091873632,0.054869757014964694,0.07469341281476681
906,36.0,193.0,C.Doucouré,3.0,7.0,49.0,0.02235294117647059,0.0023529411764705885,0.024705882352941175,0.3176470588235294,0.5876728380571572,3.66510047856,0.09054954123501176,0.18667254855933227
907,22.0,193.0,C.Doucouré,3.0,7.0,49.0,0.02235294117647059,0.0023529411764705885,0.024705882352941175,0.3176470588235294,0.5973581766177805,2.2907110902,0.05659403869905882,0.18974906786682436
908,27.0,193.0,C.Doucouré,3.0,7.0,49.0,0.02235294117647059,0.0023529411764705885,0.024705882352941175,0.3176470588235294,0.5400973366349124,1.5660417903,0.03869044423094117,0.1715603304605016
909,28.0,193.0,C.Doucouré,3.0,7.0,49.0,0.02235294117647059,0.0023529411764705885,0.024705882352941175,0.3176470588235294,0.29215686274509806,3.621,0.08946,0.09280276816608997
910,24.0,193.0,C.Doucouré,3.0,7.0,49.0,0.02235294117647059,0.0023529411764705885,0.024705882352941175,0.3176470588235294,0.4674879949679536,1.84490299063,0.04557995623909412,0.14849618663687938
911,23.0,193.0,C.Doucouré,3.0,7.0,49.0,0.02235294117647059,0.0023529411764705885,0.024705882352941175,0.3176470588235294,0.3478888552463483,2.82634329472,0.06982730492837647,0.11050587166648711
912,33.0,193.0,C.Doucouré,3.0,7.0,49.0,0.02235294117647059,0.0023529411764705885,0.024705882352941175,0.3176470588235294,0.5897893416787048,2.693158923575,0.06653686752361763,0.18734484970970622
913,32.0,193.0,C.Doucouré,3.0,7.0,49.0,0.02235294117647059,0.0023529411764705885,0.024705882352941175,0.3176470588235294,0.6379983648101909,1.8118273038000001,0.044762792211529415,0.20265830411617827
914,30.0,193.0,C.Doucouré,3.0,7.0,49.0,0.02235294117647059,0.0023529411764705885,0.024705882352941175,0.3176470588235294,0.24705882352941178,4.76,0.11759999999999998,0.07847750865051903
915,19.0,193.0,C.Doucouré,3.0,7.0,49.0,0.02235294117647059,0.0023529411764705885,0.024705882352941175,0.3176470588235294,0.24705882352941178,4.76,0.11759999999999998,0.07847750865051903
916,38.0,193.0,C.Doucouré,3.0,7.0,49.0,0.02235294117647059,0.0023529411764705885,0.024705882352941175,0.3176470588235294,0.8266669419453656,1.9589323501599998,0.04839715218042352,0.2625883227355867
