,element,is_captain,playerid,web_name,element_type,now_cost,team,minutes_x,expected_goals.gw,expected_assists.gw,expected_goal_involvements.gw,expected_goals_conceded.gw,ExcludeDef,level_0,level_1,code,event,finished,finished_provisional,id,kickoff_time,minutes,provisional_start_time,started,team_a,team_a_score,team_h,team_h_score,stats,team_h_difficulty,team_a_difficulty,pulse_id,TeamID,OppTeam2,OppTeam,Teams.name,XGI_Weighted,XGC_Weighted,Minutes,InCurrentTeam,AttackOpp_pergame,DefenceOpp_pergame
0,15.0,False,15.0,Raya,1.0,56.0,1.0,90.0,0.0,0.0,0.0,0.6875,N,Home,280.0,2444751.0,29.0,False,False,281.0,2025-03-15T15:00:00Z,0.0,False,False,6.0,,1.0,,[],4.0,5.0,116107.0,1.0,6.0,6.0,Chel,0.7379200034481482,1.91828042794,329.0833333333333,1,0.0,0.5073200023706019
1,15.0,False,15.0,Raya,1.0,56.0,1.0,90.0,0.0,0.0,0.0,0.6875,N,Home,340.0,2444810.0,35.0,False,False,341.0,2025-05-03T14:00:00Z,0.0,False,False,3.0,,1.0,,[],3.0,5.0,116167.0,1.0,3.0,3.0,Bour,0.49583501675697245,2.0262410197875003,328.9166666666667,1,0.0,0.34088657402041855
2,15.0,False,15.0,Raya,1.0,56.0,1.0,90.0,0.0,0.0,0.0,0.6875,N,Away,353.0,2444823.0,36.0,False,False,354.0,2025-05-10T14:00:00Z,0.0,False,False,1.0,,12.0,,[],4.0,5.0,116180.0,1.0,12.0,12.0,LPool,1.139328097003643,0.663717210745,328.75,1,0.0,0.7832880666900046
3,15.0,False,15.0,Raya,1.0,56.0,1.0,90.0,0.0,0.0,0.0,0.6875,N,Away,377.0,2444847.0,38.0,False,False,378.0,2025-05-25T15:00:00Z,0.0,False,False,1.0,,17.0,,[],4.0,2.0,116204.0,1.0,17.0,17.0,Soton,0.3436274509803922,4.8875,335.9166666666667,1,0.0,0.23624387254901966
4,15.0,False,15.0,Raya,1.0,56.0,1.0,90.0,0.0,0.0,0.0,0.6875,N,Away,223.0,2444699.0,23.0,False,False,230.0,2025-01-25T15:00:00Z,0.0,False,False,1.0,,20.0,,[],4.0,2.0,116056.0,1.0,20.0,20.0,Wolv,0.44167172269090266,2.846193833,329.0,1,0.0,0.30364930934999557
5,15.0,False,15.0,Raya,1.0,56.0,1.0,90.0,0.0,0.0,0.0,0.6875,N,Home,237.0,2444701.0,24.0,False,False,231.0,2025-02-02T16:30:00Z,0.0,False,False,13.0,,1.0,,[],4.0,5.0,116057.0,1.0,13.0,13.0,ManC,0.9839835891611721,1.7379354888,329.0833333333333,1,0.0,0.6764887175483059
6,15.0,False,15.0,Raya,1.0,56.0,1.0,90.0,0.0,0.0,0.0,0.6875,N,Home,330.0,2444801.0,34.0,False,False,331.0,2025-04-26T14:00:00Z,0.0,False,False,7.0,,1.0,,[],3.0,5.0,116157.0,1.0,7.0,7.0,CryP,0.4068409019543212,2.2506908045,296.84615384615387,1,0.0,0.2797031200935958
7,15.0,False,15.0,Raya,1.0,56.0,1.0,90.0,0.0,0.0,0.0,0.6875,N,Home,290.0,2444761.0,30.0,False,False,291.0,2025-04-01T18:45:00Z,0.0,False,False,9.0,,1.0,,[],3.0,5.0,116117.0,1.0,9.0,9.0,Ful,0.5426444520730922,2.17464959598,303.84615384615387,1,0.0,0.3730680608002509
8,15.0,False,15.0,Raya,1.0,56.0,1.0,90.0,0.0,0.0,0.0,0.6875,N,Away,266.0,2444733.0,27.0,False,False,264.0,2025-02-26T19:30:00Z,0.0,False,False,1.0,,16.0,,[],4.0,3.0,116090.0,1.0,16.0,16.0,For't,0.40722223538483787,2.19236861945,328.5833333333333,1,0.0,0.27996528682707605
9,15.0,False,15.0,Raya,1.0,56.0,1.0,90.0,0.0,0.0,0.0,0.6875,N,Away,303.0,2444773.0,31.0,False,False,304.0,2025-04-05T14:00:00Z,0.0,False,False,1.0,,8.0,,[],4.0,3.0,116130.0,1.0,8.0,8.0,Ev,0.27616075849189936,2.52623203114,303.84615384615387,1,0.0,0.1898605214631808
10,15.0,False,15.0,Raya,1.0,56.0,1.0,90.0,0.0,0.0,0.0,0.6875,N,Away,325.0,2444795.0,33.0,False,False,326.0,2025-04-19T14:00:00Z,0.0,False,False,1.0,,10.0,,[],4.0,2.0,116152.0,1.0,10.0,10.0,Ips,0.22352941176470592,3.0387500000000003,303.6923076923077,1,0.0,0.15367647058823533
11,15.0,False,15.0,Raya,1.0,56.0,1.0,90.0,0.0,0.0,0.0,0.6875,N,Home,360.0,2444830.0,37.0,False,False,361.0,2025-05-18T14:00:00Z,0.0,False,False,15.0,,1.0,,[],3.0,5.0,116187.0,1.0,15.0,15.0,Newc,0.851607835794096,1.427916640605,329.0833333333333,1,0.0,0.5854803871084411
12,15.0,False,15.0,Raya,1.0,56.0,1.0,90.0,0.0,0.0,0.0,0.6875,N,Home,310.0,2444781.0,32.0,False,False,311.0,2025-04-12T14:00:00Z,0.0,False,False,4.0,,1.0,,[],2.0,5.0,116137.0,1.0,4.0,4.0,Bfrd,0.6174436401861707,2.3004186191400002,303.61538461538464,1,0.0,0.4244925026279924
13,15.0,False,15.0,Raya,1.0,56.0,1.0,90.0,0.0,0.0,0.0,0.6875,N,Away,275.0,2444745.0,28.0,False,False,276.0,2025-03-08T15:00:00Z,0.0,False,False,1.0,,14.0,,[],4.0,3.0,116102.0,1.0,14.0,14.0,ManU,0.5124117662561654,2.5358512149199997,300.0769230769231,1,0.0,0.3522830893011137
14,15.0,False,15.0,Raya,1.0,56.0,1.0,90.0,0.0,0.0,0.0,0.6875,N,Away,241.0,2444714.0,25.0,False,False,245.0,2025-02-15T12:30:00Z,0.0,False,False,1.0,,11.0,,[],4.0,2.0,116071.0,1.0,11.0,11.0,Leic,0.33484162895927605,2.788,303.61538461538464,1,0.0,0.23020361990950228
15,15.0,False,15.0,Raya,1.0,56.0,1.0,90.0,0.0,0.0,0.0,0.6875,N,Home,252.0,2444721.0,26.0,False,False,251.0,2025-02-22T15:00:00Z,0.0,False,False,19.0,,1.0,,[],2.0,5.0,116077.0,1.0,19.0,19.0,WHam,0.35159975650536607,3.11387718928,303.46153846153845,1,0.0,0.24172483259743918
16,255.0,False,255.0,Robinson,2.0,51.0,9.0,90.0,0.0625,0.14,0.2025,1.4100000000000001,N,Home,324.0,2444794.0,33.0,False,False,325.0,2025-04-19T14:00:00Z,0.0,False,False,6.0,,9.0,,[],4.0,3.0,116151.0,9.0,6.0,6.0,Chel,0.7379200034481482,1.91828042794,329.0833333333333,1,0.38845178665785,1.040467204861889
17,255.0,False,255.0,Robinson,2.0,51.0,9.0,90.0,0.0625,0.14,0.2025,1.4100000000000001,N,Away,311.0,2444780.0,32.0,False,False,312.0,2025-04-12T14:00:00Z,0.0,False,False,9.0,,3.0,,[],3.0,3.0,116138.0,9.0,3.0,3.0,Bour,0.49583501675697245,2.0262410197875003,328.9166666666667,1,0.4103138065069688,0.6991273736273312
18,255.0,False,255.0,Robinson,2.0,51.0,9.0,90.0,0.0625,0.14,0.2025,1.4100000000000001,N,Away,271.0,2444741.0,28.0,False,False,272.0,2025-03-08T15:00:00Z,0.0,False,False,9.0,,5.0,,[],3.0,3.0,116098.0,9.0,5.0,5.0,Bri,0.4954132895917196,1.4015738938,328.8333333333333,1,0.2838187134945,0.6985327383243247
19,255.0,False,255.0,Robinson,2.0,51.0,9.0,90.0,0.0625,0.14,0.2025,1.4100000000000001,N,Home,304.0,2444774.0,31.0,False,False,305.0,2025-04-05T14:00:00Z,0.0,False,False,12.0,,9.0,,[],5.0,3.0,116131.0,9.0,12.0,12.0,LPool,1.139328097003643,0.663717210745,328.75,1,0.13440273517586251,1.6064526167751367
20,255.0,False,255.0,Robinson,2.0,51.0,9.0,90.0,0.0625,0.14,0.2025,1.4100000000000001,N,Away,338.0,2444808.0,34.0,False,False,339.0,2025-04-26T14:00:00Z,0.0,False,False,9.0,,17.0,,[],3.0,2.0,116165.0,9.0,17.0,17.0,Soton,0.3436274509803922,4.8875,335.9166666666667,1,0.9897187500000001,0.48451470588235307
21,255.0,False,255.0,Robinson,2.0,51.0,9.0,90.0,0.0625,0.14,0.2025,1.4100000000000001,N,Away,262.0,2444736.0,27.0,False,False,267.0,2025-02-25T19:30:00Z,0.0,False,False,9.0,,20.0,,[],3.0,2.0,116093.0,9.0,20.0,20.0,Wolv,0.44167172269090266,2.846193833,329.0,1,0.5763542511825,0.6227571289941728
22,255.0,False,255.0,Robinson,2.0,51.0,9.0,90.0,0.0625,0.14,0.2025,1.4100000000000001,N,Home,371.0,2444841.0,38.0,False,False,372.0,2025-05-25T15:00:00Z,0.0,False,False,13.0,,9.0,,[],4.0,3.0,116198.0,9.0,13.0,13.0,ManC,0.9839835891611721,1.7379354888,329.0833333333333,1,0.35193193648200005,1.3874168607172528
23,255.0,False,255.0,Robinson,2.0,51.0,9.0,90.0,0.0625,0.14,0.2025,1.4100000000000001,N,Home,254.0,2444724.0,26.0,False,False,255.0,2025-02-22T15:00:00Z,0.0,False,False,7.0,,9.0,,[],3.0,3.0,116081.0,9.0,7.0,7.0,CryP,0.4068409019543212,2.2506908045,296.84615384615387,1,0.45576488791125,0.573645671755593
24,255.0,False,255.0,Robinson,2.0,51.0,9.0,90.0,0.0625,0.14,0.2025,1.4100000000000001,N,Home,284.0,2444754.0,29.0,False,False,285.0,2025-03-15T15:00:00Z,0.0,False,False,18.0,,9.0,,[],4.0,3.0,116111.0,9.0,18.0,18.0,Spurs,0.4636004708825588,1.84204531824,303.61538461538464,1,0.37301417694360006,0.6536766639444079
25,255.0,False,255.0,Robinson,2.0,51.0,9.0,90.0,0.0625,0.14,0.2025,1.4100000000000001,N,Away,341.0,2444811.0,35.0,False,False,342.0,2025-05-03T14:00:00Z,0.0,False,False,9.0,,2.0,,[],3.0,4.0,116168.0,9.0,2.0,2.0,Villa,0.39326978813186214,2.0429897695999997,299.15384615384613,1,0.413705428344,0.5545104012659257
26,255.0,False,255.0,Robinson,2.0,51.0,9.0,90.0,0.0625,0.14,0.2025,1.4100000000000001,N,Home,243.0,2444713.0,25.0,False,False,244.0,2025-02-15T15:00:00Z,0.0,False,False,16.0,,9.0,,[],3.0,3.0,116070.0,9.0,16.0,16.0,For't,0.40722223538483787,2.19236861945,328.5833333333333,1,0.443954645438625,0.5741833518926215
27,255.0,False,255.0,Robinson,2.0,51.0,9.0,90.0,0.0625,0.14,0.2025,1.4100000000000001,N,Home,351.0,2444821.0,36.0,False,False,352.0,2025-05-10T14:00:00Z,0.0,False,False,8.0,,9.0,,[],2.0,3.0,116178.0,9.0,8.0,8.0,Ev,0.27616075849189936,2.52623203114,303.84615384615387,1,0.51156198630585,0.38938666947357814
28,255.0,False,255.0,Robinson,2.0,51.0,9.0,90.0,0.0625,0.14,0.2025,1.4100000000000001,N,Away,233.0,2444707.0,24.0,False,False,238.0,2025-02-01T15:00:00Z,0.0,False,False,9.0,,15.0,,[],3.0,4.0,116064.0,9.0,15.0,15.0,Newc,0.851607835794096,1.427916640605,329.0833333333333,1,0.2891531197225125,1.2007670484696755
29,255.0,False,255.0,Robinson,2.0,51.0,9.0,90.0,0.0625,0.14,0.2025,1.4100000000000001,N,Away,362.0,2444832.0,37.0,False,False,363.0,2025-05-18T14:00:00Z,0.0,False,False,9.0,,4.0,,[],3.0,4.0,116189.0,9.0,4.0,4.0,Bfrd,0.6174436401861707,2.3004186191400002,303.61538461538464,1,0.4658347703758501,0.8705955326625008
30,255.0,False,255.0,Robinson,2.0,51.0,9.0,90.0,0.0625,0.14,0.2025,1.4100000000000001,N,Home,228.0,2444694.0,23.0,False,False,225.0,2025-01-26T19:00:00Z,0.0,False,False,14.0,,9.0,,[],3.0,3.0,116051.0,9.0,14.0,14.0,ManU,0.5124117662561654,2.5358512149199997,300.0769230769231,1,0.5135098710213,0.7225005904211932
31,255.0,False,255.0,Robinson,2.0,51.0,9.0,90.0,0.0625,0.14,0.2025,1.4100000000000001,N,Away,290.0,2444761.0,30.0,False,False,291.0,2025-04-01T18:45:00Z,0.0,False,False,9.0,,1.0,,[],3.0,5.0,116117.0,9.0,1.0,1.0,Ars,0.7449194817770352,0.860621537875,329.1666666666667,1,0.1742758614196875,1.0503364693056196
32,594.0,False,594.0,Mazraoui,2.0,44.0,14.0,88.0,0.02,0.0275,0.0475,1.77,N,Away,364.0,2444834.0,37.0,False,False,365.0,2025-05-18T14:00:00Z,0.0,False,False,14.0,,6.0,,[],3.0,4.0,116191.0,14.0,6.0,6.0,Chel,0.7379200034481482,1.91828042794,329.0833333333333,1,0.09111832032715,1.3061184061032223
33,594.0,False,594.0,Mazraoui,2.0,44.0,14.0,88.0,0.02,0.0275,0.0475,1.77,N,Away,331.0,2444800.0,34.0,False,False,332.0,2025-04-26T14:00:00Z,0.0,False,False,14.0,,3.0,,[],3.0,3.0,116158.0,14.0,3.0,3.0,Bour,0.49583501675697245,2.0262410197875003,328.9166666666667,1,0.09624644843990626,0.8776279796598412
34,594.0,False,594.0,Mazraoui,2.0,44.0,14.0,88.0,0.02,0.0275,0.0475,1.77,N,Home,327.0,2444797.0,33.0,False,False,328.0,2025-04-19T14:00:00Z,0.0,False,False,20.0,,14.0,,[],2.0,3.0,116154.0,14.0,20.0,20.0,Wolv,0.44167172269090266,2.846193833,329.0,1,0.13519420706750002,0.7817589491628977
35,594.0,False,594.0,Mazraoui,2.0,44.0,14.0,88.0,0.02,0.0275,0.0475,1.77,N,Home,307.0,2444777.0,31.0,False,False,308.0,2025-04-05T14:00:00Z,0.0,False,False,13.0,,14.0,,[],4.0,3.0,116134.0,14.0,13.0,13.0,ManC,0.9839835891611721,1.7379354888,329.0833333333333,1,0.082551935718,1.7416509528152746
36,594.0,False,594.0,Mazraoui,2.0,44.0,14.0,88.0,0.02,0.0275,0.0475,1.77,N,Home,236.0,2444706.0,24.0,False,False,237.0,2025-02-02T14:00:00Z,0.0,False,False,7.0,,14.0,,[],3.0,3.0,116063.0,14.0,7.0,7.0,CryP,0.4068409019543212,2.2506908045,296.84615384615387,1,0.10690781321375001,0.7201083964591486
37,594.0,False,594.0,Mazraoui,2.0,44.0,14.0,88.0,0.02,0.0275,0.0475,1.77,N,Away,249.0,2444718.0,25.0,False,False,249.0,2025-02-16T16:30:00Z,0.0,False,False,14.0,,18.0,,[],3.0,4.0,116075.0,14.0,18.0,18.0,Spurs,0.4636004708825588,1.84204531824,303.61538461538464,1,0.08749715261640001,0.8205728334621291
38,594.0,False,594.0,Mazraoui,2.0,44.0,14.0,88.0,0.02,0.0275,0.0475,1.77,N,Home,374.0,2444844.0,38.0,False,False,375.0,2025-05-25T15:00:00Z,0.0,False,False,2.0,,14.0,,[],3.0,3.0,116201.0,14.0,2.0,2.0,Villa,0.39326978813186214,2.0429897695999997,299.15384615384613,1,0.09704201405599999,0.696087524993396
39,594.0,False,594.0,Mazraoui,2.0,44.0,14.0,88.0,0.02,0.0275,0.0475,1.77,N,Away,228.0,2444694.0,23.0,False,False,225.0,2025-01-26T19:00:00Z,0.0,False,False,14.0,,9.0,,[],3.0,3.0,116051.0,14.0,9.0,9.0,Ful,0.5426444520730922,2.17464959598,303.84615384615387,1,0.10329585580905,0.9604806801693732
40,594.0,False,594.0,Mazraoui,2.0,44.0,14.0,88.0,0.02,0.0275,0.0475,1.77,N,Away,293.0,2444763.0,30.0,False,False,294.0,2025-04-01T18:45:00Z,0.0,False,False,14.0,,16.0,,[],3.0,3.0,116120.0,14.0,16.0,16.0,For't,0.40722223538483787,2.19236861945,328.5833333333333,1,0.104137509423875,0.720783356631163
41,594.0,False,594.0,Mazraoui,2.0,44.0,14.0,88.0,0.02,0.0275,0.0475,1.77,N,Away,251.0,2444723.0,26.0,False,False,254.0,2025-02-22T12:30:00Z,0.0,False,False,14.0,,8.0,,[],3.0,3.0,116080.0,14.0,8.0,8.0,Ev,0.27616075849189936,2.52623203114,303.84615384615387,1,0.11999602147915,0.48880454253066186
42,594.0,False,594.0,Mazraoui,2.0,44.0,14.0,88.0,0.02,0.0275,0.0475,1.77,N,Home,265.0,2444739.0,27.0,False,False,270.0,2025-02-26T19:30:00Z,0.0,False,False,10.0,,14.0,,[],2.0,3.0,116096.0,14.0,10.0,10.0,Ips,0.22352941176470592,3.0387500000000003,303.6923076923077,1,0.14434062500000003,0.39564705882352946
43,594.0,False,594.0,Mazraoui,2.0,44.0,14.0,88.0,0.02,0.0275,0.0475,1.77,N,Away,316.0,2444786.0,32.0,False,False,317.0,2025-04-12T14:00:00Z,0.0,False,False,14.0,,15.0,,[],3.0,4.0,116143.0,14.0,15.0,15.0,Newc,0.851607835794096,1.427916640605,329.0833333333333,1,0.0678260404287375,1.50734586935555
44,594.0,False,594.0,Mazraoui,2.0,44.0,14.0,88.0,0.02,0.0275,0.0475,1.77,N,Away,342.0,2444812.0,35.0,False,False,343.0,2025-05-03T14:00:00Z,0.0,False,False,14.0,,4.0,,[],3.0,4.0,116169.0,14.0,4.0,4.0,Bfrd,0.6174436401861707,2.3004186191400002,303.61538461538464,1,0.10926988440915002,1.0928752431295221
45,594.0,False,594.0,Mazraoui,2.0,44.0,14.0,88.0,0.02,0.0275,0.0475,1.77,N,Home,275.0,2444745.0,28.0,False,False,276.0,2025-03-08T15:00:00Z,0.0,False,False,1.0,,14.0,,[],4.0,3.0,116102.0,14.0,1.0,1.0,Ars,0.7449194817770352,0.860621537875,329.1666666666667,1,0.0408795230490625,1.3185074827453522
46,594.0,False,594.0,Mazraoui,2.0,44.0,14.0,88.0,0.02,0.0275,0.0475,1.77,N,Away,286.0,2444756.0,29.0,False,False,287.0,2025-03-15T15:00:00Z,0.0,False,False,14.0,,11.0,,[],3.0,2.0,116113.0,14.0,11.0,11.0,Leic,0.33484162895927605,2.788,303.61538461538464,1,0.13243,0.5926696832579186
47,594.0,False,594.0,Mazraoui,2.0,44.0,14.0,88.0,0.02,0.0275,0.0475,1.77,N,Home,354.0,2444824.0,36.0,False,False,355.0,2025-05-10T14:00:00Z,0.0,False,False,19.0,,14.0,,[],2.0,3.0,116181.0,14.0,19.0,19.0,WHam,0.35159975650536607,3.11387718928,303.46153846153845,1,0.14790916649080002,0.6223315690144979
48,422.0,False,422.0,Aina,2.0,53.0,16.0,90.0,0.06,0.01,0.07,1.3375,N,Home,376.0,2444846.0,38.0,False,False,377.0,2025-05-25T15:00:00Z,0.0,False,False,6.0,,16.0,,[],4.0,3.0,116203.0,16.0,6.0,6.0,Chel,0.7379200034481482,1.91828042794,329.0833333333333,1,0.1342796299558,0.9869680046118982
49,422.0,False,422.0,Aina,2.0,53.0,16.0,90.0,0.06,0.01,0.07,1.3375,N,Away,219.0,2444690.0,23.0,False,False,222.0,2025-01-25T15:00:00Z,0.0,False,False,16.0,,3.0,,[],3.0,3.0,116048.0,16.0,3.0,3.0,Bour,0.49583501675697245,2.0262410197875003,328.9166666666667,1,0.14183687138512502,0.6631793349124506
50,422.0,False,422.0,Aina,2.0,53.0,16.0,90.0,0.06,0.01,0.07,1.3375,N,Home,229.0,2444708.0,24.0,False,False,239.0,2025-02-01T12:30:00Z,0.0,False,False,5.0,,16.0,,[],3.0,3.0,116065.0,16.0,5.0,5.0,Bri,0.4954132895917196,1.4015738938,328.8333333333333,1,0.098110172566,0.6626152748289249
51,422.0,False,422.0,Aina,2.0,53.0,16.0,90.0,0.06,0.01,0.07,1.3375,N,Home,276.0,2444746.0,28.0,False,False,277.0,2025-03-08T15:00:00Z,0.0,False,False,13.0,,16.0,,[],4.0,3.0,116103.0,16.0,13.0,13.0,ManC,0.9839835891611721,1.7379354888,329.0833333333333,1,0.12165548421600002,1.3160780505030676
52,422.0,False,422.0,Aina,2.0,53.0,16.0,90.0,0.06,0.01,0.07,1.3375,N,Away,345.0,2444815.0,35.0,False,False,346.0,2025-05-03T14:00:00Z,0.0,False,False,16.0,,7.0,,[],3.0,3.0,116172.0,16.0,7.0,7.0,CryP,0.4068409019543212,2.2506908045,296.84615384615387,1,0.15754835631500003,0.5441497063639046
53,422.0,False,422.0,Aina,2.0,53.0,16.0,90.0,0.06,0.01,0.07,1.3375,N,Away,328.0,2444798.0,33.0,False,False,329.0,2025-04-19T14:00:00Z,0.0,False,False,16.0,,18.0,,[],3.0,4.0,116155.0,16.0,18.0,18.0,Spurs,0.4636004708825588,1.84204531824,303.61538461538464,1,0.12894317227680002,0.6200656298054223
54,422.0,False,422.0,Aina,2.0,53.0,16.0,90.0,0.06,0.01,0.07,1.3375,N,Away,300.0,2444770.0,31.0,False,False,301.0,2025-04-05T14:00:00Z,0.0,False,False,16.0,,2.0,,[],3.0,4.0,116127.0,16.0,2.0,2.0,Villa,0.39326978813186214,2.0429897695999997,299.15384615384613,1,0.143009283872,0.5259983416263656
55,422.0,False,422.0,Aina,2.0,53.0,16.0,90.0,0.06,0.01,0.07,1.3375,N,Away,243.0,2444713.0,25.0,False,False,244.0,2025-02-15T15:00:00Z,0.0,False,False,16.0,,9.0,,[],3.0,3.0,116070.0,16.0,9.0,9.0,Ful,0.5426444520730922,2.17464959598,303.84615384615387,1,0.15222547171860001,0.7257869546477608
56,422.0,False,422.0,Aina,2.0,53.0,16.0,90.0,0.06,0.01,0.07,1.3375,N,Home,317.0,2444787.0,32.0,False,False,318.0,2025-04-12T14:00:00Z,0.0,False,False,8.0,,16.0,,[],2.0,3.0,116144.0,16.0,8.0,8.0,Ev,0.27616075849189936,2.52623203114,303.84615384615387,1,0.17683624217980004,0.36936501448291537
57,422.0,False,422.0,Aina,2.0,53.0,16.0,90.0,0.06,0.01,0.07,1.3375,N,Away,285.0,2444755.0,29.0,False,False,286.0,2025-03-15T15:00:00Z,0.0,False,False,16.0,,10.0,,[],3.0,2.0,116112.0,16.0,10.0,10.0,Ips,0.22352941176470592,3.0387500000000003,303.6923076923077,1,0.21271250000000003,0.29897058823529415
58,422.0,False,422.0,Aina,2.0,53.0,16.0,90.0,0.06,0.01,0.07,1.3375,N,Away,258.0,2444728.0,26.0,False,False,259.0,2025-02-23T14:00:00Z,0.0,False,False,16.0,,15.0,,[],3.0,4.0,116085.0,16.0,15.0,15.0,Newc,0.851607835794096,1.427916640605,329.0833333333333,1,0.09995416484235001,1.1390254803746034
59,422.0,False,422.0,Aina,2.0,53.0,16.0,90.0,0.06,0.01,0.07,1.3375,N,Home,337.0,2444807.0,34.0,False,False,338.0,2025-04-26T14:00:00Z,0.0,False,False,4.0,,16.0,,[],2.0,3.0,116164.0,16.0,4.0,4.0,Bfrd,0.6174436401861707,2.3004186191400002,303.61538461538464,1,0.16102930333980003,0.8258308687490032
60,422.0,False,422.0,Aina,2.0,53.0,16.0,90.0,0.06,0.01,0.07,1.3375,N,Home,293.0,2444763.0,30.0,False,False,294.0,2025-04-01T18:45:00Z,0.0,False,False,14.0,,16.0,,[],3.0,3.0,116120.0,16.0,14.0,14.0,ManU,0.5124117662561654,2.5358512149199997,300.0769230769231,1,0.17750958504439998,0.6853507373676211
61,422.0,False,422.0,Aina,2.0,53.0,16.0,90.0,0.06,0.01,0.07,1.3375,N,Home,266.0,2444733.0,27.0,False,False,264.0,2025-02-26T19:30:00Z,0.0,False,False,1.0,,16.0,,[],4.0,3.0,116090.0,16.0,1.0,1.0,Ars,0.7449194817770352,0.860621537875,329.1666666666667,1,0.06024350765125,0.9963298068767844
62,422.0,False,422.0,Aina,2.0,53.0,16.0,90.0,0.06,0.01,0.07,1.3375,N,Home,356.0,2444826.0,36.0,False,False,357.0,2025-05-10T14:00:00Z,0.0,False,False,11.0,,16.0,,[],2.0,3.0,116183.0,16.0,11.0,11.0,Leic,0.33484162895927605,2.788,303.61538461538464,1,0.19516,0.4478506787330317
63,422.0,False,422.0,Aina,2.0,53.0,16.0,90.0,0.06,0.01,0.07,1.3375,N,Away,369.0,2444839.0,37.0,False,False,370.0,2025-05-18T14:00:00Z,0.0,False,False,16.0,,19.0,,[],3.0,2.0,116196.0,16.0,19.0,19.0,WHam,0.35159975650536607,3.11387718928,303.46153846153845,1,0.21797140324960004,0.47026467432592706
64,78.0,False,78.0,Semenyo,3.0,56.0,3.0,90.0,0.2925,0.0875,0.38,1.1925,N,Away,260.0,2444731.0,27.0,False,False,262.0,2025-02-25T19:30:00Z,0.0,False,False,3.0,,5.0,,[],3.0,3.0,116088.0,3.0,5.0,5.0,Bri,0.4954132895917196,1.4015738938,328.8333333333333,1,0.532598079644,0.5907803478381256
65,78.0,False,78.0,Semenyo,3.0,56.0,3.0,90.0,0.2925,0.0875,0.38,1.1925,N,Home,230.0,2444700.0,24.0,False,False,232.0,2025-02-01T15:00:00Z,0.0,False,False,12.0,,3.0,,[],5.0,3.0,116058.0,3.0,12.0,12.0,LPool,1.139328097003643,0.663717210745,328.75,1,0.2522125400831,1.358648755676844
66,78.0,False,78.0,Semenyo,3.0,56.0,3.0,90.0,0.2925,0.0875,0.38,1.1925,N,Away,245.0,2444717.0,25.0,False,False,248.0,2025-02-15T15:00:00Z,0.0,False,False,3.0,,17.0,,[],3.0,2.0,116074.0,3.0,17.0,17.0,Soton,0.3436274509803922,4.8875,335.9166666666667,1,1.85725,0.4097757352941177
67,78.0,False,78.0,Semenyo,3.0,56.0,3.0,90.0,0.2925,0.0875,0.38,1.1925,N,Home,253.0,2444720.0,26.0,False,False,253.0,2025-02-22T15:00:00Z,0.0,False,False,20.0,,3.0,,[],2.0,3.0,116079.0,3.0,20.0,20.0,Wolv,0.44167172269090266,2.846193833,329.0,1,1.0815536565400001,0.5266935293089013
68,78.0,False,78.0,Semenyo,3.0,56.0,3.0,90.0,0.2925,0.0875,0.38,1.1925,N,Away,368.0,2444838.0,37.0,False,False,369.0,2025-05-18T14:00:00Z,0.0,False,False,3.0,,13.0,,[],3.0,4.0,116195.0,3.0,13.0,13.0,ManC,0.9839835891611721,1.7379354888,329.0833333333333,1,0.660415485744,1.1734004300746976
69,78.0,False,78.0,Semenyo,3.0,56.0,3.0,90.0,0.2925,0.0875,0.38,1.1925,N,Away,322.0,2444792.0,33.0,False,False,323.0,2025-04-19T14:00:00Z,0.0,False,False,3.0,,7.0,,[],3.0,3.0,116149.0,3.0,7.0,7.0,CryP,0.4068409019543212,2.2506908045,296.84615384615387,1,0.8552625057100001,0.485157775580528
70,78.0,False,78.0,Semenyo,3.0,56.0,3.0,90.0,0.2925,0.0875,0.38,1.1925,N,Away,277.0,2444747.0,28.0,False,False,278.0,2025-03-08T15:00:00Z,0.0,False,False,3.0,,18.0,,[],3.0,4.0,116104.0,3.0,18.0,18.0,Spurs,0.4636004708825588,1.84204531824,303.61538461538464,1,0.6999772209312001,0.5528435615274513
71,78.0,False,78.0,Semenyo,3.0,56.0,3.0,90.0,0.2925,0.0875,0.38,1.1925,N,Home,350.0,2444820.0,36.0,False,False,351.0,2025-05-10T14:00:00Z,0.0,False,False,2.0,,3.0,,[],3.0,3.0,116177.0,3.0,2.0,2.0,Villa,0.39326978813186214,2.0429897695999997,299.15384615384613,1,0.7763361124479999,0.46897422234724556
72,78.0,False,78.0,Semenyo,3.0,56.0,3.0,90.0,0.2925,0.0875,0.38,1.1925,N,Home,311.0,2444780.0,32.0,False,False,312.0,2025-04-12T14:00:00Z,0.0,False,False,9.0,,3.0,,[],3.0,3.0,116138.0,3.0,9.0,9.0,Ful,0.5426444520730922,2.17464959598,303.84615384615387,1,0.8263668464724,0.6471035090971624
73,78.0,False,78.0,Semenyo,3.0,56.0,3.0,90.0,0.2925,0.0875,0.38,1.1925,N,Home,219.0,2444690.0,23.0,False,False,222.0,2025-01-25T15:00:00Z,0.0,False,False,16.0,,3.0,,[],3.0,3.0,116048.0,3.0,16.0,16.0,For't,0.40722223538483787,2.19236861945,328.5833333333333,1,0.833100075391,0.4856125156964191
